name,feb_fy23,feb_fy22,fy23_ytd,fy22_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,86924001.0,81455193.0,213029643.0,195151206.0,17878437.0,741767357.0,22.0,current
real_estate,-6024634.0,3530014.0,15604582.0,20511635.0,-4907053.0,17319418.0,47.0,prior
real_estate,80899366.0,84985207.0,228634225.0,215662841.0,12971384.0,759086775.0,23.0,total
school_income,231124.0,65432.0,6404834.0,5532503.0,872331.0,51532158.0,11.0,current
school_income,116082.0,207526.0,1213268.0,1003435.0,209833.0,242708.0,83.0,prior
school_income,347206.0,272958.0,7618102.0,6535938.0,1082164.0,51774866.0,13.0,total
use_and_occupancy,14041960.0,12824863.0,111915460.0,115096238.0,-3180778.0,67163542.0,62.0,current
use_and_occupancy,1049924.0,918313.0,4444240.0,6624824.0,-2180584.0,3893205.0,53.0,prior
use_and_occupancy,15091884.0,13743176.0,116359699.0,121721062.0,-5361362.0,71056748.0,62.0,total
liquor,6040943.0,4298709.0,57042696.0,44573852.0,12468843.0,23784109.0,71.0,current
liquor,107369.0,168873.0,802544.0,1801627.0,-999083.0,370651.0,68.0,prior
liquor,6148312.0,4467582.0,57845240.0,46375479.0,11469761.0,24154760.0,71.0,total
other_nontax,218721.0,,1456362.0,1325571.0,130792.0,3740060.0,28.0,total
total_revenue,102705490.0,103468922.0,411913629.0,391620891.0,20292738.0,909813208.0,31.0,total
