name,jan_fy23,jan_fy22,fy23_ytd,fy22_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,89180403.0,48991754.0,126105642.0,113696013.0,12409629.0,828691358.0,13.0,current
real_estate,-25671766.0,3425736.0,21629217.0,16981621.0,4647596.0,11294783.0,66.0,prior
real_estate,63508637.0,52417489.0,147734859.0,130677635.0,17057225.0,839986141.0,15.0,total
school_income,-148130.0,583372.0,6173710.0,5467071.0,706639.0,51763282.0,11.0,current
school_income,204485.0,324878.0,1097186.0,795910.0,301276.0,358790.0,75.0,prior
school_income,56355.0,908250.0,7270896.0,6262980.0,1007915.0,52122072.0,12.0,total
use_and_occupancy,13351114.0,18377064.0,97873500.0,102271375.0,-4397875.0,81205502.0,55.0,current
use_and_occupancy,367482.0,2279077.0,3394316.0,5706511.0,-2312195.0,4943129.0,41.0,prior
use_and_occupancy,13718596.0,20656141.0,101267816.0,107977886.0,-6710070.0,86148631.0,54.0,total
liquor,7997528.0,5901374.0,51001752.0,40275143.0,10726609.0,29825053.0,63.0,current
liquor,48544.0,164517.0,695175.0,1632754.0,-937579.0,478020.0,59.0,prior
liquor,8046072.0,6065891.0,51696927.0,41907897.0,9789030.0,30303073.0,63.0,total
other_nontax,2348.0,4619.0,1237641.0,1325571.0,-87929.0,3958781.0,24.0,total
total_revenue,85332008.0,80052392.0,309208139.0,288151968.0,21056171.0,1012518698.0,23.0,total
