name,dec_fy23,dec_fy22,fy23_ytd,fy22_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,7815409.0,41187694.0,36925239.0,64704260.0,-27779021.0,946969761.0,4.0,current
real_estate,31964131.0,2629723.0,47300983.0,13555886.0,33745097.0,-13107983.0,138.0,prior
real_estate,39779539.0,43817417.0,84226222.0,78260145.0,5966077.0,933861778.0,8.0,total
school_income,94432.0,297092.0,6321840.0,4883698.0,1438141.0,40746267.0,13.0,current
school_income,138707.0,34128.0,892701.0,471031.0,421670.0,563275.0,61.0,prior
school_income,233139.0,331219.0,7214541.0,5354730.0,1859811.0,41309542.0,15.0,total
use_and_occupancy,14737850.0,14538919.0,84522386.0,83894311.0,628075.0,94556616.0,47.0,current
use_and_occupancy,222315.0,703570.0,3026834.0,3427434.0,-400600.0,5310611.0,36.0,prior
use_and_occupancy,14960165.0,15242489.0,87549220.0,87321745.0,227475.0,99867227.0,47.0,total
liquor,6469793.0,7706203.0,43004224.0,34373769.0,8630455.0,26573212.0,62.0,current
liquor,98197.0,-42373.0,646631.0,1468236.0,-821605.0,2152369.0,23.0,prior
liquor,6567990.0,7663830.0,43650855.0,35842005.0,7808850.0,28725581.0,60.0,total
other_nontax,,,1235293.0,1320951.0,-85658.0,3961129.0,24.0,total
total_revenue,61540834.0,67054955.0,223876131.0,208099577.0,15776554.0,1107725257.0,17.0,total
