name,sep_fy15,sep_fy14,fy15_ytd,fy14_ytd,net_change,budget_requirement,pct_budgeted
us_government,2290511.0,1637199.0,4806582.0,8326470.0,-3519888.0,27431418.0,14.91
commonwealth_of_pa,63671603.0,65143388.0,116981166.0,126564911.0,-9583745.0,94660834.0,55.27
other_governmental_units,,7524.0,64434.0,521321.0,-456887.0,19942566.0,0.32
pica_transfer,31096106.0,24413850.0,75584940.0,72612118.0,2972822.0,262440060.0,22.36
parking_receipts_ppa,40087.0,3399868.0,8143544.0,11784941.0,-3641397.0,26856456.0,23.27
other_authorized_adjustment,,,,,,2000000.0,0.0
total_revenue_other_govts,97098307.0,94601829.0,205580666.0,219809761.0,-14229095.0,433331334.0,32.18
