name,mar_fy18,mar_fy17,fy18_ytd,fy17_ytd,net_change,budget_requirement,pct_budgeted
us_government,1899424.0,2745337.0,22846014.0,25719857.0,-2873843.0,8982986.0,71.78
commonwealth_of_pa,5749883.0,5724548.0,218159939.0,194995184.0,23164755.0,-2788939.0,101.29
other_governmental_units,4575000.0,33755.0,9369214.0,4608755.0,4760459.0,9212786.0,50.42
pica_transfer,38998640.0,50279452.0,295638478.0,290978403.0,4660075.0,145695522.0,66.99
parking_receipts_ppa,3221960.0,1247907.0,28886206.0,27144313.0,1741893.0,11200794.0,72.06
other_authorized_adjustment,,,,,,2000000.0,0.0
total_revenue_other_govts,54444907.0,60030999.0,574899851.0,543446512.0,31453339.0,174303149.0,76.73
