name,mar_fy20,mar_fy19,fy20_ytd,fy19_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,108077818.0,140521614.0,640895974.0,616879741.0,24016234.0,12463026.0,98.09,current
real_estate,2312869.0,4543556.0,25749373.0,30294632.0,-4545258.0,11815627.0,68.55,prior
real_estate,110390687.0,145065169.0,666645347.0,647174372.0,19470975.0,24278653.0,96.49,total
wage_city,141479979.0,136265203.0,1244347688.0,1178877478.0,65470210.0,373103312.0,76.93,current
wage_city,1413619.0,-192679.0,3006572.0,-4093401.0,7099973.0,-2006572.0,300.66,prior
wage_city,142893598.0,136072524.0,1247354260.0,1174784077.0,72570183.0,371096740.0,77.07,total
wage_pica,44976894.0,42489560.0,395591468.0,367594143.0,27997325.0,106998532.0,78.71,current
wage_pica,449394.0,-60080.0,965481.0,-1274333.0,2239814.0,34519.0,96.55,prior
wage_pica,45426287.0,42429480.0,396556949.0,366319810.0,30237139.0,107033051.0,78.75,total
wage,188319886.0,178502004.0,1643911210.0,1541103887.0,102807322.0,478129790.0,77.47,total
earnings_city,859728.0,1102625.0,6070179.0,3508945.0,2561234.0,4729821.0,56.21,current
earnings_city,155699.0,421608.0,346643.0,3497595.0,-3150952.0,4053357.0,7.88,prior
earnings_city,1015427.0,1524233.0,6416822.0,7006540.0,-589718.0,8783178.0,42.22,total
earnings_pica,467181.0,586927.0,3298573.0,1867811.0,1430763.0,2001427.0,62.24,current
earnings_pica,84608.0,224422.0,188368.0,1861770.0,-1673401.0,3811632.0,4.71,prior
earnings_pica,551789.0,811349.0,3486942.0,3729580.0,-242639.0,5813058.0,37.49,total
earnings,1567216.0,2335582.0,9903764.0,10736120.0,-832357.0,14596236.0,40.42,total
net_profits_city,2246946.0,2335616.0,2302407.0,4385936.0,-2083529.0,31241593.0,6.86,current
net_profits_city,466138.0,529460.0,8547230.0,5183506.0,3363724.0,-3847230.0,181.86,prior
net_profits_city,2713084.0,2865075.0,10849637.0,9569441.0,1280195.0,27394363.0,28.37,total
net_profits_pica,2050961.0,2076526.0,2103072.0,3900363.0,-1797291.0,26640928.0,7.32,current
net_profits_pica,425481.0,470653.0,7802227.0,4610103.0,3192125.0,-3302227.0,173.38,prior
net_profits_pica,2476442.0,2547179.0,9905299.0,8510465.0,1394834.0,23338701.0,29.8,total
net_profits,5189526.0,5412255.0,20754936.0,18079906.0,2675029.0,50733064.0,29.03,total
wage_earnings_net_profits,195076628.0,186249840.0,1674569909.0,1569919914.0,104649995.0,543459091.0,75.5,total
wage_earnings_net_profits_pica,48454519.0,45788008.0,409949190.0,378559856.0,31389334.0,136184810.0,75.06,total
wage_earnings_net_profits_city,146622109.0,140461832.0,1264620719.0,1191360058.0,73260661.0,407274281.0,75.64,total
birt,40753534.0,39450926.0,137086997.0,108251658.0,28835339.0,-137086997.0,,current
birt,4108874.0,5343861.0,27172611.0,26191378.0,981233.0,-27172611.0,,prior
birt,44862409.0,44794787.0,164259608.0,134443036.0,29816572.0,333057392.0,33.03,total
sales,17819253.0,12341609.0,163703709.0,150194105.0,13509603.0,64152291.0,71.85,total
amusement,1601909.0,1637715.0,19479463.0,20518342.0,-1038879.0,9439537.0,67.36,total
tobacco,11326.0,8727.0,1021807.0,937511.0,84297.0,-35807.0,103.63,total
parking,8038383.0,7472615.0,73734673.0,70866692.0,2867981.0,24857327.0,74.79,total
valet,87669.0,120627.0,1149371.0,1347466.0,-198096.0,450629.0,71.84,total
real_estate_transfer,47435059.0,23574527.0,268870719.0,229467116.0,39403603.0,70400281.0,79.25,total
outdoor_ads,220838.0,234693.0,2727746.0,2446652.0,281094.0,440254.0,86.1,total
soda,5524621.0,5595389.0,56293474.0,56828543.0,-535068.0,-56293474.0,,current
soda,84523.0,293913.0,1118985.0,400010.0,718975.0,-1118985.0,,prior
soda,5609144.0,5889302.0,57412459.0,57228553.0,183907.0,18468541.0,75.66,total
other_taxes,4140.0,151.0,73253.0,18940.0,54314.0,9747.0,88.26,total
all_taxes,382702926.0,381601754.0,2683698875.0,2506002844.0,177696032.0,952793125.0,73.8,total
