name,feb_fy16,feb_fy15,fy16_ytd,fy15_ytd,net_change,budget_requirement,pct_budgeted
us_government,2208615.0,1968298.0,17455162.0,16185759.0,1269403.0,11961838.0,59.34
commonwealth_of_pa,14382506.0,4142916.0,201787413.0,198751218.0,3036195.0,9879587.0,95.33
other_governmental_units,60994.0,4500000.0,228522.0,4760841.0,-4532319.0,19303478.0,1.17
pica_transfer,50064117.0,32600438.0,235022659.0,214673734.0,20348925.0,118476341.0,66.48
parking_receipts_ppa,1400000.0,1219758.0,24016495.0,24692283.0,-675788.0,11683505.0,67.27
other_authorized_adjustment,,,,,,2000000.0,0.0
total_revenue_other_govts,68116232.0,44431410.0,478510251.0,459063835.0,19446416.0,173304749.0,73.41
