name,aug_fy20,aug_fy19,fy20_ytd,fy19_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,5647628.0,5435722.0,11403179.0,10550842.0,852337.0,641955821.0,1.75,current
real_estate,3615161.0,4057106.0,6503336.0,7613943.0,-1110607.0,31061664.0,17.31,prior
real_estate,9262789.0,9492828.0,17906515.0,18164785.0,-258270.0,673017485.0,2.59,total
wage_city,114058554.0,117935875.0,271536365.0,258343193.0,13193172.0,1345914635.0,16.79,current
wage_city,-663179.0,201510.0,-1125554.0,1012641.0,-2138195.0,2125554.0,-112.56,prior
wage_city,113395375.0,118137385.0,270410811.0,259355834.0,11054977.0,1348040189.0,16.71,total
wage_pica,35571633.0,36039094.0,84675607.0,78944539.0,5731068.0,417914393.0,16.85,current
wage_pica,-196317.0,61578.0,-340492.0,309445.0,-649937.0,1340492.0,-34.05,prior
wage_pica,35375316.0,36100672.0,84335115.0,79253984.0,5081131.0,419254885.0,16.75,total
wage,148770691.0,154238057.0,354745926.0,338609818.0,16136108.0,1767295074.0,16.72,total
earnings_city,247345.0,314646.0,600171.0,681610.0,-81439.0,10199829.0,5.56,current
earnings_city,318774.0,559432.0,761846.0,959283.0,-197437.0,3638154.0,17.31,prior
earnings_city,566119.0,874078.0,1362017.0,1640893.0,-278876.0,13837983.0,8.96,total
earnings_pica,131796.0,166109.0,319606.0,359837.0,-40231.0,4980394.0,6.03,current
earnings_pica,169683.0,295336.0,405530.0,506427.0,-100897.0,3594470.0,10.14,prior
earnings_pica,301479.0,461445.0,725136.0,866264.0,-141128.0,8574864.0,7.8,total
earnings,867598.0,1335523.0,2087153.0,2507157.0,-420004.0,22412847.0,8.52,total
net_profits_city,117776.0,103473.0,429765.0,268582.0,161183.0,33114235.0,1.28,current
net_profits_city,605979.0,490056.0,1633168.0,1096461.0,536707.0,3066832.0,34.75,prior
net_profits_city,723755.0,593529.0,2062933.0,1365043.0,697890.0,36181067.0,5.39,total
net_profits_pica,108602.0,97445.0,385938.0,252937.0,133001.0,28358062.0,1.34,current
net_profits_pica,541975.0,461509.0,1455075.0,1032590.0,422485.0,3044925.0,32.34,prior
net_profits_pica,650577.0,558954.0,1841013.0,1285527.0,555486.0,31402987.0,5.54,total
net_profits,1374332.0,1152483.0,3903946.0,2650570.0,1253376.0,67584054.0,5.46,total
wage_earnings_net_profits,151012621.0,156726063.0,360737025.0,343767545.0,16969480.0,1857291975.0,16.26,total
wage_earnings_net_profits_pica,36327372.0,37121071.0,86901264.0,81405775.0,5495489.0,459232736.0,15.91,total
wage_earnings_net_profits_city,114685249.0,119604992.0,273835761.0,262361770.0,11473991.0,1398059239.0,16.38,total
birt,6153080.0,-726025.0,14058558.0,2856318.0,11202240.0,,,current
birt,2570078.0,2993475.0,4917455.0,5010827.0,-93372.0,,,prior
birt,8723158.0,2267450.0,18976013.0,7867145.0,11108868.0,478340987.0,3.82,total
sales,34822318.0,27846715.0,62789544.0,53784355.0,9005189.0,165066456.0,27.56,total
amusement,2009312.0,6743124.0,3510462.0,9224452.0,-5713990.0,25408538.0,12.14,total
tobacco,1381.0,2143.0,6886.0,6090.0,796.0,979114.0,0.7,total
parking,7992787.0,7459578.0,15684794.0,15517398.0,167396.0,82907206.0,15.91,total
valet,140601.0,156349.0,281458.0,305589.0,-24131.0,1318542.0,17.59,total
real_estate_transfer,30029610.0,30659446.0,61218694.0,68623870.0,-7405176.0,278052306.0,18.04,total
outdoor_ads,317347.0,274487.0,628321.0,522055.0,106266.0,2539679.0,19.83,total
soda,6456740.0,6446218.0,13255066.0,13524600.0,-269534.0,,,current
soda,227995.0,3901.0,240236.0,12443.0,227793.0,,,prior
soda,6684735.0,6450119.0,13495302.0,13537043.0,-41741.0,62385698.0,17.78,total
other_taxes,13.0,12.0,2113.0,113.0,2000.0,80887.0,2.55,total
all_taxes,214669300.0,210957243.0,468335863.0,449914665.0,18421198.0,3168156137.0,12.88,total
