name,aug_fy15,aug_fy14,fy15_ytd,fy14_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,3346515.0,3910226.0,6002658.0,8362145.0,-2359487.0,497167342.0,1.19,current
real_estate,4442333.0,3499625.0,10102251.0,7219503.0,2882748.0,34131749.0,22.84,prior
real_estate,7788848.0,7409851.0,16104909.0,15581648.0,523261.0,531299091.0,2.94,total
wage_city,95671145.0,89222188.0,214634326.0,199144243.0,15490083.0,1065779674.0,16.76,current
wage_city,390648.0,294588.0,-274974.0,363424.0,-638398.0,3524974.0,-8.46,prior
wage_city,96061793.0,89516776.0,214359352.0,199507667.0,14851685.0,1069304648.0,16.7,total
wage_pica,28088545.0,26260623.0,61433277.0,58772223.0,2661054.0,321119723.0,16.06,current
wage_pica,-230131.0,,-230131.0,-64723.0,-165408.0,1730131.0,-15.34,prior
wage_pica,27858414.0,26260623.0,61203146.0,58707500.0,2495646.0,322849854.0,15.94,total
wage,123920207.0,115777399.0,275562498.0,258215167.0,17347331.0,1392154502.0,16.52,total
earnings_city,286378.0,167614.0,499701.0,535839.0,-36138.0,9500299.0,5.0,current
earnings_city,79294.0,349104.0,406966.0,613913.0,-206947.0,593034.0,40.7,prior
earnings_city,365672.0,516718.0,906667.0,1149752.0,-243085.0,10093333.0,8.24,total
earnings_pica,91232.0,251690.0,357562.0,433527.0,-75965.0,1142438.0,23.84,current
earnings_pica,78224.0,,78224.0,108234.0,-30010.0,3421776.0,2.23,prior
earnings_pica,169456.0,251690.0,435786.0,541761.0,-105975.0,4564214.0,8.72,total
earnings,535128.0,768408.0,1342453.0,1691513.0,-349060.0,14657547.0,8.39,total
net_profits_city,76996.0,125584.0,-2008061.0,686808.0,-2694869.0,19999061.0,-11.16,current
net_profits_city,842567.0,230092.0,1041003.0,486378.0,554625.0,1458997.0,41.64,prior
net_profits_city,919563.0,355676.0,-967058.0,1173186.0,-2140244.0,21458058.0,-4.72,total
net_profits_pica,65538.0,53315.0,334280.0,-214921.0,549201.0,13858720.0,2.36,current
net_profits_pica,-749678.0,,-749678.0,-45798.0,-703880.0,1249678.0,-149.94,prior
net_profits_pica,-684140.0,53315.0,-415398.0,-260719.0,-154679.0,15108398.0,-2.83,total
net_profits,235423.0,408991.0,-1382456.0,912467.0,-2294923.0,36566456.0,-3.93,total
wage_earnings_net_profits,124690758.0,116954798.0,275522495.0,260819147.0,14703348.0,1443378505.0,16.03,total
wage_earnings_net_profits_pica,27343730.0,26565628.0,61223534.0,58988542.0,2234992.0,342522466.0,15.16,total
wage_earnings_net_profits_city,97347028.0,90389170.0,214298961.0,201830605.0,12468356.0,1100856039.0,16.29,total
birt,269463.0,1742880.0,1111929.0,3780910.0,-2668981.0,,,current
birt,1617016.0,3602276.0,4847873.0,6831804.0,-1983931.0,,,prior
birt,1886479.0,5345156.0,5959802.0,10612714.0,-4652912.0,447233198.0,1.32,total
sales,22245801.0,23597016.0,44588255.0,45235645.0,-647390.0,110054745.0,28.83,total
amusement,3963600.0,4357829.0,5249744.0,5830798.0,-581054.0,15624256.0,25.15,total
tobacco,3856.0,4342.0,50410.0,5232.0,45178.0,586590.0,7.91,total
parking,6029217.0,5977426.0,12146441.0,11892967.0,253474.0,63194559.0,16.12,total
valet,135070.0,121306.0,257848.0,257470.0,378.0,1267152.0,16.91,total
real_estate_transfer,16972306.0,13039843.0,32752000.0,28201279.0,4550721.0,143848000.0,18.55,total
outdoor_ads,189372.0,248413.0,466958.0,480230.0,-13272.0,2283042.0,16.98,total
other_taxes,60.0,592.0,80.0,424594.0,-424514.0,82920.0,0.1,total
all_taxes,156561637.0,150490944.0,331875408.0,320353182.0,11522226.0,2416329592.0,12.08,total
