name,jun_fy21,jun_fy20,fy21_ytd,fy20_ytd,net_change,budget_requirement,pct_budgeted
us_government,5648845.0,8017549.0,36699506.0,20921116.0,15778390.0,83039494.0,30.65
commonwealth_of_pa,1800750.0,11201045.0,225329632.0,219983630.0,5346003.0,-3025632.0,101.36
other_governmental_units,3258347.0,7927214.0,34177309.0,61219994.0,-27042685.0,17595691.0,66.01
pica_transfer,63011977.0,25173248.0,504108962.0,488092531.0,16016431.0,-41390962.0,108.95
total_revenue_other_govts,73719919.0,52319056.0,800315409.0,790217271.0,10098138.0,56218591.0,93.44
