name,may_fy15,may_fy14,fy15_ytd,fy14_ytd,net_change,budget_requirement,pct_budgeted
us_government,3134280.0,2791105.0,22604838.0,25459671.0,-2854833.0,9447162.0,70.53
commonwealth_of_pa,1737536.0,1980355.0,207992069.0,254197797.0,-46205728.0,8900931.0,95.9
other_governmental_units,4663159.0,4500000.0,18650053.0,18797512.0,-147459.0,1370947.0,93.15
pica_transfer,54760841.0,41132655.0,318541237.0,299783543.0,18757694.0,18494763.0,94.51
parking_receipts_ppa,3551686.0,6369874.0,30943969.0,32173037.0,-1229068.0,4056031.0,88.41
other_authorized_adjustment,,,,,,2000000.0,0.0
total_revenue_other_govts,67847502.0,56773989.0,598732166.0,630411560.0,-31679394.0,44269834.0,93.12
