name,jan_fy21,jan_fy20,fy21_ytd,fy20_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,40474114.0,62930436.0,95893656.0,114964462.0,-19070806.0,551580344.0,14.81,current
real_estate,1302221.0,1862281.0,12703726.0,18651421.0,-5947695.0,24110274.0,34.51,prior
real_estate,41776335.0,64792717.0,108597382.0,133615884.0,-25018502.0,575690618.0,15.87,total
wage_city,136488417.0,183977227.0,854347139.0,980964613.0,-126617474.0,649351861.0,56.82,current
wage_city,-42550.0,2834830.0,1497483.0,1663081.0,-165597.0,902517.0,62.4,prior
wage_city,136445867.0,186812058.0,855844622.0,982627694.0,-126783072.0,650254378.0,56.83,total
wage_pica,43390062.0,57387147.0,271628672.0,305935239.0,-34306567.0,202336328.0,57.31,current
wage_pica,-13527.0,893549.0,486528.0,553468.0,-66940.0,513472.0,48.65,prior
wage_pica,43376535.0,58280696.0,272115200.0,306488707.0,-34373507.0,202849800.0,57.29,total
wage,179822402.0,245092754.0,1127959822.0,1289116401.0,-161156579.0,853104178.0,56.94,total
earnings_city,710139.0,517757.0,5894542.0,1995869.0,3898673.0,4105458.0,58.95,current
earnings_city,121995.0,353207.0,1713241.0,2611550.0,-898309.0,1286759.0,57.11,prior
earnings_city,832134.0,870965.0,7607783.0,4607419.0,3000364.0,5392217.0,58.52,total
earnings_pica,385895.0,275602.0,3207049.0,1062536.0,2144512.0,792951.0,80.18,current
earnings_pica,66293.0,188012.0,931584.0,1403001.0,-471418.0,1568416.0,37.26,prior
earnings_pica,452187.0,463614.0,4138632.0,2465538.0,1673095.0,2361368.0,63.67,total
earnings,1284322.0,1334579.0,11746415.0,7072957.0,4673458.0,7753585.0,60.24,total
net_profits_city,654646.0,490715.0,21940931.0,2074640.0,19866291.0,3223069.0,87.19,current
net_profits_city,172845.0,508276.0,1199610.0,5379968.0,-4180358.0,3500390.0,25.52,prior
net_profits_city,827491.0,998991.0,23140541.0,7454608.0,15685933.0,6723459.0,77.49,total
net_profits_pica,597546.0,436306.0,20158042.0,1855736.0,18302305.0,1196958.0,94.39,current
net_profits_pica,157769.0,452170.0,1096691.0,4804777.0,-3708086.0,3903309.0,21.93,prior
net_profits_pica,755315.0,888476.0,21254733.0,6660513.0,14594219.0,5100267.0,80.65,total
net_profits,1582807.0,1887466.0,44395273.0,14115121.0,30280153.0,11823727.0,78.97,total
wage_earnings_net_profits,182689530.0,248314799.0,1184101511.0,1310304479.0,-126202968.0,872681489.0,57.57,total
wage_earnings_net_profits_pica,44584038.0,59632786.0,297508565.0,315614758.0,-18106193.0,210311435.0,58.59,total
wage_earnings_net_profits_city,138105493.0,188682013.0,886592946.0,994689721.0,-108096775.0,662370054.0,57.24,total
birt,11941462.0,12569000.0,369009896.0,94538196.0,274471699.0,,,current
birt,3749311.0,5132204.0,18497448.0,18103339.0,394108.0,,,prior
birt,15690773.0,17701204.0,387507343.0,112641535.0,274865808.0,76813657.0,83.46,total
sales,14228731.0,12293554.0,121821415.0,132718907.0,-10897492.0,52686585.0,69.81,total
amusement,82264.0,2134679.0,503742.0,15895729.0,-15391987.0,16107258.0,3.03,total
tobacco,45255.0,917305.0,94782.0,951695.0,-856913.0,872218.0,9.8,total
parking,3564913.0,8289688.0,24450931.0,57811376.0,-33360445.0,51020069.0,32.4,total
valet,14957.0,96747.0,139833.0,984917.0,-845084.0,1108167.0,11.2,total
real_estate_transfer,27222198.0,22066906.0,198299969.0,200902895.0,-2602926.0,94516031.0,67.72,total
outdoor_ads,179166.0,306966.0,1462249.0,2211471.0,-749222.0,1928751.0,43.12,total
soda,5066855.0,6100951.0,39597749.0,45663859.0,-6066110.0,,,current
soda,82624.0,252252.0,153718.0,770929.0,-617211.0,,,prior
soda,5149478.0,6353203.0,39751467.0,46434789.0,-6683321.0,27689533.0,58.94,total
other_taxes,22300.0,5900.0,37700.0,69113.0,-31413.0,35300.0,51.64,total
all_taxes,246081863.0,323640883.0,1769259760.0,1698928033.0,70331728.0,1560838240.0,53.13,total
