name,mar_fy15,mar_fy14,fy15_ytd,fy14_ytd,net_change,budget_requirement,pct_budgeted
us_government,691233.0,2199547.0,16876992.0,20443371.0,-3566379.0,15175008.0,52.66
commonwealth_of_pa,1419996.0,1692040.0,200171214.0,248910452.0,-48739238.0,16721786.0,92.29
other_governmental_units,4500000.0,4504710.0,9260841.0,9655590.0,-394749.0,10760159.0,46.26
pica_transfer,24833735.0,30891612.0,239507470.0,234048051.0,5459419.0,97528530.0,71.06
parking_receipts_ppa,2700000.0,1322721.0,27392283.0,25803163.0,1589120.0,7607717.0,78.26
other_authorized_adjustment,,,,,,2000000.0,0.0
total_revenue_other_govts,34144964.0,40610630.0,493208800.0,538860627.0,-45651827.0,149793200.0,76.7
