name,jan_fy20,jan_fy19,fy20_ytd,fy19_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,62930436.0,49524936.0,114964462.0,88515204.0,26449258.0,538394538.0,17.6,current
real_estate,1862281.0,2678707.0,18651421.0,22711639.0,-4060218.0,18913579.0,49.65,prior
real_estate,64792717.0,52203643.0,133615883.0,111226843.0,22389040.0,557308117.0,19.34,total
wage_city,183977227.0,169550500.0,980964613.0,925546835.0,55417778.0,636486387.0,60.65,current
wage_city,2834830.0,-860453.0,1663081.0,-3881824.0,5544905.0,-663081.0,166.31,prior
wage_city,186812057.0,168690047.0,982627694.0,921665011.0,60962683.0,635823306.0,60.71,total
wage_pica,57387147.0,52869626.0,305935239.0,288600897.0,17334342.0,196654761.0,60.87,current
wage_pica,893549.0,-267770.0,553468.0,-1209694.0,1763162.0,446532.0,55.35,prior
wage_pica,58280696.0,52601856.0,306488707.0,287391203.0,19097504.0,197101293.0,60.86,total
wage,245092753.0,221291903.0,1289116401.0,1209056214.0,80060187.0,832924599.0,60.75,total
earnings_city,517757.0,408936.0,1995869.0,1984385.0,11484.0,8804131.0,18.48,current
earnings_city,353207.0,302166.0,2611550.0,2814454.0,-202904.0,1788450.0,59.35,prior
earnings_city,870964.0,711102.0,4607419.0,4798839.0,-191420.0,10592581.0,30.31,total
earnings_pica,275602.0,217676.0,1062536.0,1056288.0,6248.0,4237464.0,20.05,current
earnings_pica,188012.0,160843.0,1403001.0,1498133.0,-95132.0,2596999.0,35.08,prior
earnings_pica,463614.0,378519.0,2465537.0,2554421.0,-88884.0,6834463.0,26.51,total
earnings,1334578.0,1089621.0,7072956.0,7353260.0,-280304.0,17427044.0,28.87,total
net_profits_city,490715.0,410678.0,2074640.0,1829836.0,244804.0,31469360.0,6.18,current
net_profits_city,508276.0,471988.0,5379968.0,4255562.0,1124406.0,-679968.0,114.47,prior
net_profits_city,998991.0,882666.0,7454608.0,6085398.0,1369210.0,30789392.0,19.49,total
net_profits_pica,436306.0,365065.0,1855736.0,1626620.0,229116.0,26888264.0,6.46,current
net_profits_pica,452170.0,419564.0,4804777.0,3782901.0,1021876.0,-304777.0,106.77,prior
net_profits_pica,888476.0,784629.0,6660513.0,5409521.0,1250992.0,26583487.0,20.04,total
net_profits,1887467.0,1667295.0,14115121.0,11494919.0,2620202.0,57372879.0,19.74,total
wage_earnings_net_profits,248314798.0,224048819.0,1310304478.0,1227904393.0,82400085.0,907724522.0,59.08,total
wage_earnings_net_profits_pica,59632786.0,53765004.0,315614757.0,295355145.0,20259612.0,230519243.0,57.79,total
wage_earnings_net_profits_city,188682012.0,170283815.0,994689721.0,932549248.0,62140473.0,677205279.0,59.49,total
birt,12569000.0,20770224.0,94538196.0,62333431.0,32204765.0,,,current
birt,5132204.0,6477048.0,18103339.0,19403131.0,-1299792.0,,,prior
birt,17701204.0,27247272.0,112641535.0,81736562.0,30904973.0,384675465.0,22.65,total
sales,12293554.0,12876668.0,132718907.0,122312821.0,10406086.0,95137093.0,58.25,total
amusement,2134679.0,2521687.0,15895729.0,17714705.0,-1818976.0,13023271.0,54.97,total
tobacco,917305.0,584627.0,951695.0,600272.0,351423.0,34305.0,96.52,total
parking,8289688.0,7786397.0,57811376.0,55816083.0,1995293.0,40780624.0,58.64,total
valet,96747.0,143495.0,984917.0,1100879.0,-115962.0,615083.0,61.56,total
real_estate_transfer,22066906.0,25274253.0,200902895.0,191957610.0,8945285.0,138368105.0,59.22,total
outdoor_ads,306966.0,282692.0,2211471.0,1957931.0,253540.0,956529.0,69.81,total
soda,6100951.0,6137431.0,45663859.0,45452199.0,211660.0,,,current
soda,252252.0,34692.0,770929.0,77065.0,693864.0,,,prior
soda,6353203.0,6172123.0,46434788.0,45529264.0,905524.0,29446212.0,61.19,total
other_taxes,5900.0,8700.0,69113.0,71712.0,-2599.0,13887.0,83.27,total
all_taxes,323640881.0,305385372.0,1698928030.0,1562573930.0,136354100.0,1937563970.0,46.72,total
