name,jun_fy20,jun_fy19,fy20_ytd,fy19_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,5872214.0,3978533.0,667312421.0,657324464.0,13559603.0,-17837268.0,102.73,current
real_estate,711333.0,659903.0,29571535.0,39534305.0,-11112797.0,10282357.0,72.63,prior
real_estate,6583547.0,4638435.0,696883957.0,696858770.0,2446806.0,-7554912.0,101.09,total
wage_city,101259596.0,111932291.0,1601757439.0,1563607312.0,20153800.0,9231241.0,99.42,current
wage_city,-821276.0,3068842.0,3930419.0,-0.0,3930419.0,-1530419.0,163.77,prior
wage_city,100438319.0,115001132.0,1605687858.0,1563607312.0,24084219.0,7700822.0,99.52,total
wage_pica,32216667.0,35886528.0,509239009.0,488543484.0,14979567.0,2571850.0,99.49,current
wage_pica,-202007.0,-80606.0,1320025.0,-1035265.0,2355290.0,-320025.0,132.0,prior
wage_pica,32014659.0,35805922.0,510559034.0,487508219.0,17334857.0,2251825.0,99.56,total
wage,132452979.0,150807054.0,2116246892.0,2051115531.0,41419076.0,9952647.0,99.53,total
earnings_city,-1962493.0,-2746948.0,7170633.0,10603255.0,-1274502.0,889308.0,91.11,current
earnings_city,2631087.0,-268159.0,3347182.0,4350055.0,-1002873.0,-347182.0,111.57,prior
earnings_city,668594.0,-3015107.0,10517815.0,14953310.0,-2277375.0,542126.0,95.83,total
earnings_pica,-1179990.0,-1509895.0,3783009.0,5596416.0,-641140.0,-852659.0,121.32,current
earnings_pica,1510049.0,-70065.0,1899517.0,2388210.0,-488693.0,600483.0,75.98,prior
earnings_pica,330059.0,-1579960.0,5682526.0,7984626.0,-1129833.0,-252176.0,103.88,total
earnings,998653.0,-4595067.0,16200340.0,22937936.0,-3407208.0,289950.0,98.51,total
net_profits_city,3806827.0,962100.0,11802399.0,28987487.0,-11835480.0,14497514.0,54.54,current
net_profits_city,-2372346.0,-494089.0,6666949.0,6352633.0,314316.0,-1966949.0,141.85,prior
net_profits_city,1434482.0,468011.0,18469348.0,35340120.0,-11521163.0,12530565.0,65.75,total
net_profits_pica,4615165.0,2562618.0,11914828.0,27477684.0,-10642788.0,10506977.0,61.89,current
net_profits_pica,-2021454.0,-321648.0,6232610.0,5768028.0,464582.0,-1232610.0,124.65,prior
net_profits_pica,2593711.0,2240969.0,18147439.0,33245712.0,-10178205.0,9274367.0,71.53,total
net_profits,4028193.0,2708980.0,36616786.0,68585832.0,-21699369.0,21804932.0,68.47,total
wage_earnings_net_profits,137479824.0,148920967.0,2169064019.0,2142639299.0,16312500.0,32047528.0,98.54,total
wage_earnings_net_profits_pica,34938430.0,36466931.0,534388998.0,528738557.0,6026819.0,11274015.0,97.94,total
wage_earnings_net_profits_city,102541395.0,112454036.0,1634675021.0,1613900742.0,10285681.0,20773513.0,98.74,total
birt,822950.0,10712710.0,225683340.0,498527098.0,-11765962.0,-494888139.0,,current
birt,3649336.0,-14231032.0,39351325.0,34219529.0,5131796.0,-39351325.0,,prior
birt,4472286.0,-3518322.0,265034665.0,532746627.0,-6634166.0,-20190464.0,103.93,total
sales,18512199.0,28547766.0,213368561.0,215265957.0,-19608006.0,22133345.0,90.24,total
amusement,3407.0,979826.0,19922471.0,27447366.0,-7959970.0,54130.0,99.71,total
tobacco,7824.0,3593.0,1034680.0,956854.0,98315.0,-93690.0,109.74,total
parking,1249792.0,8134569.0,81377209.0,97928023.0,-21335351.0,7148355.0,91.42,total
valet,4943.0,142535.0,1195704.0,1778493.0,-710683.0,284572.0,78.83,total
real_estate_transfer,13055112.0,30916146.0,311336775.0,330482133.0,-8651933.0,24679847.0,92.84,total
outdoor_ads,146305.0,314931.0,3218527.0,3346455.0,-266869.0,518883.0,85.82,total
soda,2684136.0,6409655.0,69467837.0,76417918.0,-8148368.0,-2454636.0,103.73,current
soda,196249.0,22662.0,1708170.0,494014.0,1214156.0,-1708170.0,,prior
soda,2880386.0,6432318.0,71176007.0,76911932.0,-6934213.0,-4162806.0,106.33,total
other_taxes,159.0,220.0,73431.0,75034.0,-1603.0,9569.0,88.47,total
all_taxes,149457355.0,189046054.0,3299297008.0,3597698386.0,-59271992.0,43600342.0,98.79,total
