name,jun_fy15,jun_fy14,fy15_ytd,fy14_ytd,net_change,budget_requirement,pct_budgeted
us_government,6945484.0,6779852.0,29550322.0,32239523.0,-2689201.0,2501678.0,92.19
commonwealth_of_pa,5744727.0,6377355.0,213736796.0,260575152.0,-46838356.0,3156204.0,98.54
other_governmental_units,1562216.0,1022578.0,20212270.0,19820091.0,392179.0,-191270.0,100.96
pica_transfer,25657969.0,18328820.0,344199205.0,318112364.0,26086841.0,-7163205.0,102.13
parking_receipts_ppa,6062267.0,8112875.0,37006236.0,40285912.0,-3279676.0,-2006236.0,105.73
other_authorized_adjustment,,,,,,2000000.0,0.0
total_revenue_other_govts,45972663.0,40621480.0,644704829.0,671033042.0,-26328213.0,-1702829.0,100.26
