name,oct_fy16,oct_fy15,fy16_ytd,fy15_ytd,net_change,budget_requirement,pct_budgeted
us_government,1744783.0,2300218.0,10654530.0,7106800.0,3547730.0,18762470.0,36.22
commonwealth_of_pa,7510250.0,64741817.0,128203079.0,181722982.0,-53519903.0,83463921.0,60.57
other_governmental_units,,,79117.0,64434.0,14683.0,19452883.0,0.41
pica_transfer,30787311.0,26516260.0,112665796.0,102101200.0,10564596.0,240833204.0,31.87
parking_receipts_ppa,4483238.0,6184789.0,16039984.0,14328333.0,1711651.0,19660016.0,44.93
other_authorized_adjustment,,,,,,2000000.0,0.0
total_revenue_other_govts,44525582.0,99743084.0,267642506.0,305323749.0,-37681243.0,384172494.0,41.06
