name,sep_fy22,sep_fy21,fy22_ytd,fy21_ytd,net_change,budget_requirement,pct_budgeted
us_government,642303.0,450724.0,1549219.0,9227175.0,-7677956.0,43278781.0,3.46
commonwealth_of_pa,80524426.0,82203367.0,131404378.0,132998644.0,-1594266.0,97963622.0,57.29
other_governmental_units,4173991.0,,15678020.0,,15678020.0,48423980.0,24.46
pica_transfer,54685240.0,32597497.0,117865215.0,123335950.0,-5470735.0,372976785.0,24.01
total_revenue_other_govts,140025961.0,115251588.0,266496832.0,265561769.0,935063.0,562643168.0,32.14
