name,jan_fy18,jan_fy17,fy18_ytd,fy17_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,61178166.0,45629551.0,112874815.0,76589865.0,36284950.0,489242185.0,18.75,current
real_estate,2887388.0,3263718.0,21475370.0,24385341.0,-2909971.0,27858630.0,43.53,prior
real_estate,64065554.0,48893269.0,134350185.0,100975206.0,33374979.0,517100815.0,20.62,total
wage_city,166128809.0,154966966.0,887547308.0,833806433.0,53740875.0,558328692.0,61.38,current
wage_city,612521.0,523979.0,3810978.0,2713456.0,1097522.0,413022.0,90.22,prior
wage_city,166741330.0,155490945.0,891358286.0,836519889.0,54838397.0,558741714.0,61.47,total
wage_pica,50765994.0,47100115.0,271218589.0,253424194.0,17794395.0,170874411.0,61.35,current
wage_pica,187176.0,159256.0,1164567.0,824718.0,339849.0,1835433.0,38.82,prior
wage_pica,50953170.0,47259371.0,272383156.0,254248912.0,18134244.0,172709844.0,61.2,total
wage,217694500.0,202750316.0,1163741442.0,1090768801.0,72972641.0,731451558.0,61.4,total
earnings_city,869434.0,429490.0,2493493.0,1900654.0,592839.0,9006507.0,21.68,current
earnings_city,515628.0,545666.0,3015556.0,3925024.0,-909468.0,-15556.0,100.52,prior
earnings_city,1385062.0,975156.0,5509049.0,5825678.0,-316629.0,8990951.0,37.99,total
earnings_pica,458993.0,218613.0,1316369.0,967442.0,348927.0,683631.0,65.82,current
earnings_pica,272211.0,277747.0,1591978.0,1997856.0,-405878.0,1408022.0,53.07,prior
earnings_pica,731204.0,496360.0,2908347.0,2965298.0,-56951.0,2091653.0,58.17,total
earnings,2116266.0,1471516.0,8417396.0,8790976.0,-373580.0,11082604.0,43.17,total
net_profits_city,1528286.0,472706.0,3310940.0,1125033.0,2185907.0,23311060.0,12.44,current
net_profits_city,308962.0,290611.0,2572370.0,2482918.0,89452.0,543630.0,82.55,prior
net_profits_city,1837248.0,763317.0,5883310.0,3607951.0,2275359.0,23854690.0,19.78,total
net_profits_pica,1439259.0,439677.0,3118069.0,1046425.0,2071644.0,19497931.0,13.79,current
net_profits_pica,290965.0,270306.0,2422523.0,2309435.0,113088.0,77477.0,96.9,prior
net_profits_pica,1730224.0,709983.0,5540592.0,3355860.0,2184732.0,19575408.0,22.06,total
net_profits,3567472.0,1473300.0,11423902.0,6963811.0,4460091.0,43430098.0,20.83,total
wage_earnings_net_profits,223378238.0,205695132.0,1183582740.0,1106523588.0,77059152.0,785964260.0,60.09,total
wage_earnings_net_profits_pica,53414598.0,48465714.0,280832095.0,260570070.0,20262025.0,194376905.0,59.1,total
wage_earnings_net_profits_city,169963640.0,157229418.0,902750645.0,845953518.0,56797127.0,591587355.0,60.41,total
birt,19361347.0,9986138.0,62052404.0,54333091.0,7719313.0,,,current
birt,10018879.0,2697247.0,19594066.0,12602155.0,6991911.0,,,prior
birt,29380226.0,12683385.0,81646470.0,66935246.0,14711224.0,408239530.0,16.67,total
sales,11871455.0,11303441.0,120557948.0,112793543.0,7764405.0,77525052.0,60.86,total
amusement,1539277.0,1226691.0,13277068.0,12710977.0,566091.0,8870932.0,59.95,total
tobacco,157717.0,477819.0,192896.0,483129.0,-290233.0,586104.0,24.76,total
parking,7652707.0,7875780.0,54603874.0,55312520.0,-708646.0,47502126.0,53.48,total
valet,194262.0,107775.0,1935608.0,845585.0,1090023.0,-335608.0,120.98,total
real_estate_transfer,36860584.0,19452552.0,203027707.0,141375563.0,61652144.0,39893293.0,83.58,total
outdoor_ads,210171.0,102547.0,1713294.0,1512046.0,201248.0,811706.0,67.85,total
soda,187008.0,,39952560.0,,39952560.0,,,current
soda,6343962.0,,6343962.0,,6343962.0,,,prior
soda,6530970.0,0.0,46296522.0,0.0,46296522.0,46115478.0,50.1,total
other_taxes,6000.0,1811.0,91328.0,72241.0,19087.0,-8328.0,110.03,total
all_taxes,328432563.0,259354488.0,1560443545.0,1338969574.0,221473971.0,1737888455.0,47.31,total
