name,oct_fy21,oct_fy20,fy21_ytd,fy20_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,5731948.0,4036906.0,27701534.0,19527115.0,8174419.0,619772466.0,4.28,current
real_estate,2171736.0,2920068.0,8742642.0,12252597.0,-3509955.0,28071358.0,23.75,prior
real_estate,7903684.0,6956974.0,36444176.0,31779712.0,4664464.0,647843824.0,5.33,total
wage_city,105870136.0,153800203.0,473883644.0,552121299.0,-78237655.0,1029815356.0,31.51,current
wage_city,995617.0,366452.0,92553.0,-1437535.0,1530089.0,2307447.0,3.86,prior
wage_city,106865752.0,154166655.0,473976197.0,550683764.0,-76707567.0,1032122803.0,31.47,total
wage_pica,33657247.0,47963249.0,150649954.0,172176060.0,-21526106.0,323315046.0,31.79,current
wage_pica,323700.0,114382.0,39871.0,-434426.0,474297.0,960129.0,3.99,prior
wage_pica,33980947.0,48077631.0,150689826.0,171741634.0,-21051809.0,324275174.0,31.73,total
wage,140846699.0,202244286.0,624666023.0,722425398.0,-97759375.0,1356397977.0,31.53,total
earnings_city,668659.0,354530.0,4571266.0,1070898.0,3500369.0,5428734.0,45.71,current
earnings_city,161621.0,456143.0,1311085.0,1557471.0,-246385.0,1688915.0,43.7,prior
earnings_city,830280.0,810673.0,5882352.0,2628369.0,3253983.0,7117648.0,45.25,total
earnings_pica,363353.0,188717.0,2486341.0,570174.0,1916167.0,1513659.0,62.16,current
earnings_pica,87826.0,242805.0,713022.0,829052.0,-116030.0,1786978.0,28.52,prior
earnings_pica,451179.0,431522.0,3199363.0,1399227.0,1800137.0,3300637.0,49.22,total
earnings,1281459.0,1242195.0,9081715.0,4027595.0,5054120.0,10418285.0,46.57,total
net_profits_city,2791617.0,248462.0,20390791.0,1140425.0,19250366.0,4773209.0,81.03,current
net_profits_city,122930.0,1231563.0,718185.0,3668478.0,-2950292.0,3981815.0,15.28,prior
net_profits_city,2914548.0,1480026.0,21108977.0,4808903.0,16300073.0,8755024.0,70.68,total
net_profits_pica,2617766.0,220866.0,18740316.0,1023069.0,17717247.0,2614684.0,87.76,current
net_profits_pica,112208.0,1094775.0,656985.0,3265743.0,-2608758.0,4343015.0,13.14,prior
net_profits_pica,2729974.0,1315641.0,19397301.0,4288813.0,15108489.0,6957699.0,73.6,total
net_profits,5644521.0,2795666.0,40506278.0,9097716.0,31408562.0,15712722.0,72.05,total
wage_earnings_net_profits,147772679.0,206282147.0,674254016.0,735550709.0,-61296693.0,1382528984.0,32.78,total
wage_earnings_net_profits_pica,37162099.0,49824793.0,173286490.0,177429673.0,-4143183.0,334533510.0,34.12,total
wage_earnings_net_profits_city,110610580.0,156457354.0,500967525.0,558121035.0,-57153510.0,1047995475.0,32.34,total
birt,32107656.0,17421016.0,336170362.0,49681012.0,286489349.0,,,current
birt,2442654.0,2182272.0,11111285.0,8615230.0,2496055.0,,,prior
birt,34550310.0,19603289.0,347281647.0,58296243.0,288985404.0,117039353.0,74.79,total
sales,13379307.0,13842866.0,79886758.0,90484457.0,-10597699.0,94621242.0,45.78,total
amusement,167484.0,1152411.0,212478.0,9897055.0,-9684576.0,16398522.0,1.28,total
tobacco,12623.0,4618.0,47433.0,11767.0,35667.0,919567.0,4.91,total
parking,3892302.0,8358578.0,12641869.0,32489674.0,-19847805.0,62829131.0,16.75,total
valet,23114.0,127797.0,93634.0,565716.0,-472082.0,1154366.0,7.5,total
real_estate_transfer,28840233.0,38706106.0,112537571.0,121094444.0,-8556873.0,180278429.0,38.43,total
outdoor_ads,213714.0,352601.0,801207.0,1291638.0,-490431.0,2589793.0,23.63,total
soda,6935579.0,7682861.0,24394211.0,27684776.0,-3290565.0,,,current
soda,9543.0,25246.0,52505.0,304176.0,-251672.0,,,prior
soda,6945122.0,7708107.0,24446716.0,27988952.0,-3542237.0,42994284.0,36.25,total
other_taxes,,,,2113.0,-2113.0,73000.0,0.0,total
all_taxes,206538472.0,253270701.0,1115361015.0,932022807.0,183338209.0,2214736985.0,33.49,total
