name,jul_fy22,jul_fy21,fy22_ytd,fy21_ytd,net_change,budget_requirement,pct_budgeted
us_government,447656.0,8075842.0,447656.0,8075842.0,-7628187.0,44380344.0,1.0
commonwealth_of_pa,424039.0,6314411.0,424039.0,6314411.0,-5890372.0,228943961.0,0.18
other_governmental_units,9500505.0,,9500505.0,,9500505.0,54601495.0,14.82
pica_transfer,29935363.0,52960886.0,29935363.0,52960886.0,-23025524.0,460906638.0,6.1
total_revenue_other_govts,40307562.0,67351139.0,40307562.0,67351139.0,-27043577.0,788832438.0,4.86
