name,jun_fy21,jun_fy20,fy21_ytd,fy20_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,8609871.0,5872214.0,712815554.0,667312421.0,45503133.0,-64988554.0,110.03,current
real_estate,2688580.0,711333.0,27074747.0,29571535.0,-2496788.0,-337747.0,101.26,prior
real_estate,11298452.0,6583547.0,739890301.0,696883957.0,43006344.0,-65326301.0,109.68,total
wage_city,127050645.0,101259596.0,1473461262.0,1601757439.0,-128296177.0,17272738.0,98.84,current
wage_city,-8411010.0,-821276.0,-7765111.0,3930419.0,-11695531.0,-114834889.0,6.33,prior
wage_city,118639635.0,100438319.0,1465696151.0,1605687858.0,-139991707.0,-97562151.0,107.13,total
wage_pica,37201884.0,32216667.0,466680785.0,509239009.0,-42558224.0,15201215.0,96.85,current
wage_pica,,-202007.0,206029.0,1320025.0,-1113996.0,-10206029.0,-2.06,prior
wage_pica,37201884.0,32014659.0,466886814.0,510559034.0,-43672220.0,4995186.0,98.94,total
wage,155841518.0,132452979.0,1932582965.0,2116246892.0,-183663927.0,-92566965.0,105.03,total
earnings_city,1793451.0,-1962493.0,13138479.0,7170633.0,5967847.0,-3138479.0,131.38,current
earnings_city,1287925.0,2631087.0,3345046.0,3347182.0,-2136.0,-345046.0,111.5,prior
earnings_city,3081376.0,668594.0,16483525.0,10517815.0,5965711.0,-3483525.0,126.8,total
earnings_pica,1483579.0,-1179990.0,7683166.0,3783009.0,3900157.0,-3683166.0,192.08,current
earnings_pica,,1510049.0,1124131.0,1899517.0,-775386.0,1375869.0,44.97,prior
earnings_pica,1483579.0,330059.0,8807297.0,5682526.0,3124772.0,-2307297.0,135.5,total
earnings,4564955.0,998653.0,25290823.0,16200340.0,9090482.0,-5790823.0,129.7,total
net_profits_city,4228002.0,3806827.0,50428394.0,11802399.0,38625995.0,-30425394.0,252.1,current
net_profits_city,727279.0,-2372346.0,2837866.0,6666949.0,-3829082.0,1862134.0,60.38,prior
net_profits_city,4955281.0,1434482.0,53266261.0,18469348.0,34796913.0,-28563261.0,215.63,total
net_profits_pica,5157261.0,4615165.0,46408004.0,11914828.0,34493175.0,-29852004.0,280.31,current
net_profits_pica,,-2021454.0,1884467.0,6232610.0,-4348144.0,3115533.0,37.69,prior
net_profits_pica,5157261.0,2593711.0,48292470.0,18147439.0,30145032.0,-26736470.0,224.03,total
net_profits,10112543.0,4028193.0,101558731.0,36616786.0,64941945.0,-55299731.0,219.54,total
wage_earnings_net_profits,170519016.0,137479824.0,2059432519.0,2169064019.0,-109631500.0,-153657519.0,108.06,total
wage_earnings_net_profits_pica,43842724.0,34938430.0,523986582.0,534388998.0,-10402416.0,-24048582.0,104.81,total
wage_earnings_net_profits_city,126676292.0,102541395.0,1535445937.0,1634675021.0,-99229084.0,-129608937.0,109.22,total
birt,21773275.0,822950.0,768426568.0,225683340.0,542743228.0,-290631382.0,160.83,current
birt,3879461.0,3649336.0,54868450.0,39351325.0,15517125.0,-15916637.0,140.86,prior
birt,25652736.0,4472286.0,823295018.0,265034665.0,558260353.0,-306548018.0,159.32,total
sales,30360846.0,18512199.0,218489807.0,213368561.0,5121246.0,-8749807.0,104.17,total
amusement,424569.0,3407.0,1952411.0,19922471.0,-17970060.0,316589.0,86.05,total
tobacco,29505.0,7824.0,555735.0,1034680.0,-478945.0,505265.0,52.38,total
parking,6021158.0,1249792.0,49102120.0,81377209.0,-32275088.0,1818880.0,96.43,total
valet,106077.0,4943.0,502705.0,1195704.0,-692999.0,61295.0,89.13,total
real_estate_transfer,26415321.0,13055112.0,315763463.0,311336775.0,4426688.0,-16456463.0,105.5,total
outdoor_ads,231193.0,146305.0,2520441.0,3218527.0,-698086.0,-313441.0,114.2,total
soda,6254800.0,2684136.0,67414457.0,69467837.0,-2053380.0,-4401457.0,106.98,current
soda,22703.0,196249.0,510564.0,1708170.0,-1197606.0,,,prior
soda,6277502.0,2880386.0,67925021.0,71176007.0,-3250986.0,-4912021.0,107.8,total
other_taxes,,159.0,43012.0,73431.0,-30419.0,6988.0,86.02,total
all_taxes,233493651.0,149457355.0,3755485971.0,3299297007.0,456188964.0,-529205971.0,116.4,total
