name,oct_fy22,oct_fy21,fy22_ytd,fy21_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,2712931.0,5731948.0,16524880.0,27701534.0,-11176654.0,679821120.0,2.37,current
real_estate,1209630.0,2171736.0,7372881.0,8742642.0,-1369761.0,19364119.0,27.58,prior
real_estate,3922560.0,7903684.0,23897761.0,36444176.0,-12546415.0,699185239.0,3.3,total
wage_city,119562666.0,105870136.0,496402932.0,473883644.0,22519289.0,1043607068.0,32.23,current
wage_city,-1148851.0,995617.0,-37141248.0,92553.0,-37233801.0,-30958752.0,54.54,prior
wage_city,118413814.0,106865752.0,459261685.0,473976197.0,-14714512.0,1012648315.0,31.2,total
wage_pica,38138174.0,33657247.0,159525012.0,150649954.0,8875057.0,331889988.0,32.46,current
wage_pica,-366461.0,323700.0,-366461.0,39871.0,-406332.0,3366461.0,-12.22,prior
wage_pica,37771713.0,33980947.0,159158550.0,150689826.0,8468725.0,335256450.0,32.19,total
wage,156185527.0,140846699.0,618420235.0,624666023.0,-6245787.0,1347904765.0,31.45,total
earnings_city,237007.0,668659.0,828863.0,4571266.0,-3742403.0,10171137.0,7.54,current
earnings_city,249463.0,161621.0,1339498.0,1311085.0,28413.0,2160502.0,38.27,prior
earnings_city,486471.0,830280.0,2168361.0,5882352.0,-3713991.0,12331639.0,14.95,total
earnings_pica,129515.0,363353.0,455396.0,2486341.0,-2030946.0,4544604.0,9.11,current
earnings_pica,136321.0,87826.0,732944.0,713022.0,19921.0,1267056.0,36.65,prior
earnings_pica,265836.0,451179.0,1188339.0,3199363.0,-2011024.0,5811661.0,16.98,total
earnings,752307.0,1281459.0,3356700.0,9081715.0,-5725015.0,18143300.0,15.61,total
net_profits_city,234888.0,2791617.0,1023838.0,20390791.0,-19366953.0,24634162.0,3.99,current
net_profits_city,938434.0,122930.0,3864054.0,718185.0,3145869.0,835946.0,82.21,prior
net_profits_city,1173323.0,2914548.0,4887892.0,21108977.0,-16221084.0,25470108.0,16.1,total
net_profits_pica,209723.0,2617766.0,937540.0,18740316.0,-17802777.0,21569460.0,4.17,current
net_profits_pica,837894.0,112208.0,3452212.0,656985.0,2795227.0,547788.0,86.31,prior
net_profits_pica,1047617.0,2729974.0,4389752.0,19397301.0,-15007549.0,22117248.0,16.56,total
net_profits,2220940.0,5644521.0,9277644.0,40506278.0,-31228634.0,47587356.0,16.32,total
wage_earnings_net_profits,159158774.0,147772679.0,631054579.0,674254016.0,-43199436.0,1413635421.0,30.86,total
wage_earnings_net_profits_pica,39085166.0,37162099.0,164736641.0,173286490.0,-8549849.0,363185359.0,31.2,total
wage_earnings_net_profits_city,120073608.0,110610580.0,466317938.0,500967525.0,-34649587.0,1050450062.0,30.74,total
birt,22740602.0,32107656.0,65131802.0,336170362.0,-271038559.0,,,current
birt,-1635394.0,2442654.0,5551128.0,11111285.0,-5560157.0,,,prior
birt,21105208.0,34550310.0,70682930.0,347281647.0,-276598716.0,450516070.0,13.56,total
sales,15253752.0,13379307.0,97513587.0,79886758.0,17626829.0,118910413.0,45.06,total
amusement,1924747.0,167484.0,10560285.0,212478.0,10347807.0,2402715.0,81.46,total
tobacco,1387.0,12623.0,7480.0,47433.0,-39954.0,1058520.0,0.7,total
parking,6536147.0,3892302.0,26542587.0,12641869.0,13900717.0,29271413.0,47.56,total
valet,127992.0,23114.0,561582.0,93634.0,467948.0,53418.0,91.31,total
real_estate_transfer,17175476.0,28840233.0,79808963.0,112537571.0,-32728608.0,215050037.0,27.07,total
outdoor_ads,272223.0,213714.0,1076574.0,801207.0,275367.0,1365426.0,44.09,total
soda,8045854.0,6935579.0,28492937.0,24394211.0,4098726.0,,,current
soda,105623.0,9543.0,121327.0,52505.0,68823.0,,,prior
soda,8151477.0,6945122.0,28614264.0,24446716.0,4167549.0,43900736.0,39.46,total
other_taxes,2365.0,,18265.0,,18265.0,41735.0,30.44,total
all_taxes,194546942.0,206538472.0,805602217.0,1115361015.0,-309758798.0,2612205783.0,23.57,total
