name,sep_fy16,sep_fy15,fy16_ytd,fy15_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,4094282.0,3579074.0,12911632.0,9581732.0,3329900.0,522504368.0,2.41,current
real_estate,4512007.0,4182730.0,13043270.0,14284980.0,-1241710.0,32657730.0,28.54,prior
real_estate,8606289.0,7761804.0,25954902.0,23866712.0,2088190.0,555162098.0,4.47,total
wage_city,101831108.0,95165223.0,329035530.0,309799549.0,19235981.0,1025027470.0,24.3,current
wage_city,69519.0,109012.0,-419432.0,-165962.0,-253470.0,5919432.0,-7.63,prior
wage_city,101900627.0,95274235.0,328616098.0,309633587.0,18982511.0,1030946902.0,24.17,total
wage_pica,30071279.0,27691577.0,96160852.0,89124854.0,7035998.0,302132148.0,24.14,current
wage_pica,50244.0,73928.0,67123.0,-156204.0,223327.0,2432877.0,2.68,prior
wage_pica,30121523.0,27765505.0,96227975.0,88968650.0,7259325.0,304565025.0,24.01,total
wage,132022150.0,123039740.0,424844073.0,398602237.0,26241836.0,1335511927.0,24.13,total
earnings_city,49497.0,66656.0,564254.0,566357.0,-2103.0,9435746.0,5.64,current
earnings_city,165811.0,256357.0,702054.0,663324.0,38730.0,297946.0,70.21,prior
earnings_city,215308.0,323013.0,1266308.0,1229681.0,36627.0,9733692.0,11.51,total
earnings_pica,36995.0,105618.0,464620.0,463181.0,1439.0,1035380.0,30.97,current
earnings_pica,94381.0,55830.0,183323.0,134054.0,49269.0,3316677.0,5.24,prior
earnings_pica,131376.0,161448.0,647943.0,597235.0,50708.0,4352057.0,12.96,total
earnings,346684.0,484461.0,1914251.0,1826916.0,87335.0,14085749.0,11.96,total
net_profits_city,-244224.0,598468.0,-455543.0,-1409593.0,954050.0,15948543.0,-2.94,current
net_profits_city,116213.0,435956.0,529318.0,1476959.0,-947641.0,2470682.0,17.64,prior
net_profits_city,-128011.0,1034424.0,73775.0,67366.0,6409.0,18419225.0,0.4,total
net_profits_pica,748851.0,854303.0,1876331.0,1188582.0,687749.0,10846669.0,14.75,current
net_profits_pica,-9733.0,-23392.0,-109691.0,-773071.0,663380.0,609691.0,-21.94,prior
net_profits_pica,739118.0,830911.0,1766640.0,415511.0,1351129.0,11456360.0,13.36,total
net_profits,611107.0,1865335.0,1840415.0,482877.0,1357538.0,29875585.0,5.8,total
wage_earnings_net_profits,132979941.0,125389536.0,428598739.0,400912030.0,27686709.0,1379473261.0,23.7,total
wage_earnings_net_profits_pica,30992017.0,28757864.0,98642558.0,89981396.0,8661162.0,320373442.0,23.54,total
wage_earnings_net_profits_city,101987924.0,96631672.0,329956181.0,310930634.0,19025547.0,1059099819.0,23.75,total
birt,15888855.0,14181882.0,20300676.0,15293811.0,5006865.0,,,current
birt,2321643.0,3502466.0,7045710.0,8350339.0,-1304629.0,,,prior
birt,18210498.0,17684348.0,27346386.0,23644150.0,3702236.0,426527614.0,6.03,total
sales,11672149.0,10791624.0,53699555.0,55379879.0,-1680324.0,95671445.0,35.95,total
amusement,1030273.0,1623954.0,7026518.0,6873699.0,152819.0,12147482.0,36.65,total
tobacco,1324.0,3780.0,11713.0,54191.0,-42478.0,628287.0,1.83,total
parking,7413686.0,6667943.0,22439366.0,18814384.0,3624982.0,64596634.0,25.78,total
valet,136371.0,151764.0,380424.0,409612.0,-29188.0,1219576.0,23.78,total
real_estate_transfer,18639101.0,19950113.0,66851433.0,52702113.0,14149320.0,154998567.0,30.13,total
outdoor_ads,264105.0,194323.0,789149.0,661282.0,127867.0,2021851.0,28.07,total
other_taxes,2040.0,6262.0,17465.0,430343.0,-412878.0,32535.0,34.93,total
all_taxes,167963760.0,161467587.0,534473092.0,493766999.0,40706093.0,2377805908.0,18.35,total
