sector,num_records,total,parent_sector
General Commercial,49.0,1298844.0,Non-Residential
"Office Buildings, Hotels and Garages",2.0,41795.0,Non-Residential
Industrial,33.0,1996877.0,Non-Residential
Other Non-Residential,147.0,2089637.0,Non-Residential
Non-Residential,231.0,5427153.0,
Condos,227.0,2316850.0,Residential
Apartments,20.0,5751338.0,Residential
Single/Multi-family Homes,3563.0,15810990.0,Residential
Residential,3810.0,23879178.0,
Unclassified,60.0,,
Total,4101.0,29306332.0,
