sector,num_records,total,parent_sector
General Commercial,31.0,675939.0,Non-Residential
"Office Buildings, Hotels and Garages",3.0,543349.0,Non-Residential
Industrial,42.0,1111994.0,Non-Residential
Other Non-Residential,103.0,520517.0,Non-Residential
Non-Residential,179.0,2851800.0,
Condos,118.0,1235329.0,Residential
Apartments,12.0,186388.0,Residential
Single/Multi-family Homes,2435.0,8245738.0,Residential
Residential,2565.0,9667454.0,
Unclassified,57.0,-0.0,
Total,2801.0,12519254.0,
