sector,num_records,total,parent_sector
General Commercial,31.0,2023114.0,Non-Residential
"Office Buildings, Hotels and Garages",3.0,424501.0,Non-Residential
Industrial,26.0,748379.0,Non-Residential
Other Non-Residential,83.0,1899908.0,Non-Residential
Non-Residential,143.0,5095902.0,
Condos,173.0,1742059.0,Residential
Apartments,21.0,1209461.0,Residential
Single/Multi-family Homes,2675.0,16530817.0,Residential
Residential,2869.0,19482336.0,
Unclassified,40.0,,
Total,3052.0,24578238.0,
