name,mar_fy16,mar_fy15,fy16_ytd,fy15_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,107168655.0,113961138.0,494579203.0,455797671.0,38781532.0,37898797.0,92.88,current
real_estate,4967399.0,3150075.0,40080832.0,33790421.0,6290411.0,8873168.0,81.87,prior
real_estate,112136054.0,117111213.0,534660035.0,489588092.0,45071943.0,46771965.0,91.96,total
wage_city,129083575.0,114815297.0,1029086310.0,974826399.0,54259911.0,324674690.0,76.02,current
wage_city,576916.0,732238.0,7287778.0,10409186.0,-3121408.0,-1787778.0,132.51,prior
wage_city,129660491.0,115547535.0,1036374088.0,985235585.0,51138503.0,322886912.0,76.25,total
wage_pica,39037865.0,33998753.0,311219556.0,287852717.0,23366839.0,95571444.0,76.51,current
wage_pica,174474.0,73765.0,2203993.0,54941.0,2149052.0,796007.0,73.47,prior
wage_pica,39212339.0,34072518.0,313423549.0,287907658.0,25515891.0,96367451.0,78.2,total
wage,168872830.0,149620053.0,1349797637.0,1273143243.0,76654394.0,419254363.0,76.3,total
earnings_city,1483991.0,834308.0,3951302.0,3039683.0,911619.0,7048698.0,35.92,current
earnings_city,642642.0,182392.0,2497966.0,1931651.0,566315.0,-1497966.0,249.8,prior
earnings_city,2126633.0,1016700.0,6449268.0,4971334.0,1477934.0,5550732.0,53.74,total
earnings_pica,746574.0,423597.0,1987840.0,1711233.0,276607.0,-487840.0,132.52,current
earnings_pica,323304.0,54534.0,1256689.0,709598.0,547091.0,2243311.0,35.91,prior
earnings_pica,1069878.0,478131.0,3244529.0,2420831.0,823698.0,1755471.0,64.89,total
earnings,3196511.0,1494831.0,9693797.0,7392165.0,2301632.0,7306203.0,57.02,total
net_profits_city,1457160.0,1093858.0,3176428.0,1411405.0,1765023.0,14713572.0,17.76,current
net_profits_city,164007.0,110406.0,1884870.0,5100976.0,-3216106.0,1115130.0,62.83,prior
net_profits_city,1621167.0,1204264.0,5061298.0,6512381.0,-1451083.0,15828702.0,24.23,total
net_profits_pica,1383861.0,1351364.0,3016648.0,4089463.0,-1072815.0,12873352.0,18.98,current
net_profits_pica,155757.0,155372.0,1790057.0,-2896552.0,4686609.0,-790057.0,179.01,prior
net_profits_pica,1539618.0,1506736.0,4806705.0,1192911.0,3613794.0,12083295.0,28.46,total
net_profits,3160785.0,2711000.0,9868003.0,7705292.0,2162711.0,27911997.0,26.12,total
wage_earnings_net_profits,175230126.0,153825884.0,1369359437.0,1288240700.0,81118737.0,454472563.0,75.08,total
wage_earnings_net_profits_pica,41821835.0,36057385.0,321474783.0,291521400.0,29953383.0,110206217.0,74.47,total
wage_earnings_net_profits_city,133408291.0,117768499.0,1047884654.0,996719300.0,51165354.0,344266346.0,75.27,total
birt,54707760.0,55773083.0,117520813.0,104592425.0,12928388.0,,,current
birt,3288686.0,4165128.0,23958964.0,22892798.0,1066166.0,,,prior
birt,57996446.0,59938211.0,141479777.0,127485223.0,13994554.0,293727223.0,32.51,total
sales,9556091.0,10793880.0,123543303.0,121420976.0,2122327.0,47300697.0,72.31,total
amusement,1378246.0,1034565.0,13761264.0,13344482.0,416782.0,5855736.0,70.15,total
tobacco,6801.0,5720.0,753350.0,766078.0,-12728.0,-350.0,100.05,total
parking,7304689.0,5983547.0,66584197.0,55976808.0,10607389.0,23726803.0,73.73,total
valet,109348.0,144765.0,1041725.0,1190757.0,-149032.0,558275.0,65.11,total
real_estate_transfer,21852134.0,11919651.0,180213595.0,139773094.0,40440501.0,57313405.0,75.87,total
outdoor_ads,201256.0,201943.0,2120665.0,1939541.0,181124.0,904335.0,70.1,total
other_taxes,19686.0,,55476.0,463859.0,-408383.0,-5476.0,110.95,total
all_taxes,343969042.0,324901994.0,2112098041.0,1948668210.0,163429831.0,820418959.0,72.02,total
