name,mar_fy19,mar_fy18,fy19_ytd,fy18_ytd,net_change,budget_requirement,pct_budgeted
us_government,826842.0,1899424.0,19148285.0,22846014.0,-3697729.0,23930715.0,44.45
commonwealth_of_pa,1888743.0,5749883.0,207234905.0,218159939.0,-10925034.0,23821095.0,89.69
other_governmental_units,,4575000.0,,9369214.0,-9369214.0,18582000.0,0.0
pica_transfer,46329178.0,38998640.0,349213379.0,295638478.0,53574901.0,119755621.0,74.46
parking_receipts_ppa,2552673.0,3221960.0,26665659.0,28886206.0,-2220547.0,16087341.0,62.37
other_authorized_adjustment,,,,,,2000000.0,0.0
total_revenue_other_govts,51597436.0,54444907.0,602262228.0,574899851.0,27362377.0,204176772.0,74.68
