name,dec_fy20,dec_fy19,fy20_ytd,fy19_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,29387317.0,18857978.0,52034026.0,38990268.0,13043758.0,601324974.0,7.96,current
real_estate,2495937.0,3464980.0,16789140.0,20032933.0,-3243793.0,20775860.0,44.69,prior
real_estate,31883254.0,22322958.0,68823166.0,59023201.0,9799965.0,622100834.0,9.96,total
wage_city,124719609.0,117924823.0,796987386.0,755996335.0,40991051.0,820463614.0,49.27,current
wage_city,-195311.0,-69146.0,-1171750.0,-3021370.0,1849620.0,2171750.0,-117.18,prior
wage_city,124524298.0,117855677.0,795815636.0,752974965.0,42840671.0,822635364.0,49.17,total
wage_pica,38908535.0,40756327.0,248548092.0,235731271.0,12816821.0,254041908.0,49.45,current
wage_pica,-52027.0,-39186.0,-340081.0,-941925.0,601844.0,1340081.0,-34.01,prior
wage_pica,38856508.0,40717141.0,248208011.0,234789346.0,13418665.0,255381989.0,49.29,total
wage,163380806.0,158572818.0,1044023647.0,987764311.0,56259336.0,1078017353.0,49.2,total
earnings_city,140035.0,90285.0,1478111.0,1575449.0,-97338.0,9321889.0,13.69,current
earnings_city,365860.0,312072.0,2258343.0,2512288.0,-253945.0,2141657.0,51.33,prior
earnings_city,505895.0,402357.0,3736454.0,4087737.0,-351283.0,11463546.0,24.58,total
earnings_pica,74541.0,55475.0,786935.0,838611.0,-51676.0,4513065.0,14.85,current
earnings_pica,194747.0,172494.0,1214989.0,1337291.0,-122302.0,2785011.0,30.37,prior
earnings_pica,269288.0,227969.0,2001924.0,2175902.0,-173978.0,7298076.0,21.53,total
earnings,775183.0,630326.0,5738378.0,6263639.0,-525261.0,18761622.0,23.42,total
net_profits_city,368489.0,601994.0,1583925.0,1419159.0,164766.0,31960075.0,4.72,current
net_profits_city,651803.0,289138.0,4871693.0,3783574.0,1088119.0,-171693.0,103.65,prior
net_profits_city,1020292.0,891132.0,6455618.0,5202733.0,1252885.0,31788382.0,16.88,total
net_profits_pica,329682.0,493629.0,1419430.0,1261555.0,157875.0,27324570.0,4.94,current
net_profits_pica,580331.0,73774.0,4352607.0,3363336.0,989271.0,147393.0,96.72,prior
net_profits_pica,910013.0,567403.0,5772037.0,4624891.0,1147146.0,27471963.0,17.36,total
net_profits,1930305.0,1458535.0,12227655.0,9827624.0,2400031.0,59260345.0,17.1,total
wage_earnings_net_profits,166086294.0,160661679.0,1061989680.0,1003855574.0,58134106.0,1156039320.0,47.88,total
wage_earnings_net_profits_pica,40035809.0,41512513.0,255981972.0,241590139.0,14391833.0,290152028.0,46.87,total
wage_earnings_net_profits_city,126050485.0,119149166.0,806007708.0,762265435.0,43742273.0,865887292.0,48.21,total
birt,27372075.0,10579606.0,81969196.0,41563207.0,40405989.0,,,current
birt,3175777.0,2256272.0,12971135.0,12926082.0,45053.0,,,prior
birt,30547852.0,12835878.0,94940331.0,54489289.0,40451042.0,402376669.0,19.09,total
sales,14396864.0,13289361.0,120425353.0,109436153.0,10989200.0,107430647.0,52.85,total
amusement,2167337.0,1008803.0,13761050.0,15193018.0,-1431968.0,15157950.0,47.58,total
tobacco,19246.0,300.0,34389.0,15645.0,18744.0,951611.0,3.49,total
parking,8326930.0,7734876.0,49521688.0,48029686.0,1492002.0,49070312.0,50.23,total
valet,150701.0,160726.0,888171.0,957385.0,-69214.0,711829.0,55.51,total
real_estate_transfer,30093300.0,26287274.0,178835989.0,166683357.0,12152632.0,160435011.0,52.71,total
outdoor_ads,341485.0,241825.0,1904505.0,1675239.0,229266.0,1263495.0,60.12,total
soda,7022986.0,5619425.0,39562908.0,39314769.0,248139.0,,,current
soda,3033.0,5742.0,518678.0,42373.0,476305.0,,,prior
soda,7026019.0,5625167.0,40081586.0,39357142.0,724444.0,35799414.0,52.82,total
other_taxes,61100.0,61400.0,63213.0,63012.0,201.0,19787.0,76.16,total
all_taxes,251064573.0,208717734.0,1375287149.0,1257188562.0,118098587.0,2261204851.0,37.82,total
