name,mar_fy15,mar_fy14,fy15_ytd,fy14_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,113961138.0,103958852.0,455797671.0,459237338.0,-3439667.0,42742329.0,91.43,current
real_estate,3150075.0,6655799.0,33790421.0,32597202.0,1193219.0,10443579.0,76.39,prior
real_estate,117111213.0,110614651.0,489588092.0,491834540.0,-2246448.0,53185908.0,90.2,total
wage_city,114815297.0,105539655.0,974826399.0,931032925.0,43793474.0,329757601.0,74.72,current
wage_city,732238.0,-1083542.0,10409186.0,6352779.0,4056407.0,-4909186.0,189.26,prior
wage_city,115547535.0,104456113.0,985235585.0,937385704.0,47849881.0,324848415.0,75.2,total
wage_pica,33998753.0,30333693.0,287852717.0,270223285.0,17629432.0,94723283.0,75.24,current
wage_pica,73765.0,836578.0,54941.0,4340290.0,-4285349.0,2445059.0,2.2,prior
wage_pica,34072518.0,31170271.0,287907658.0,274563575.0,13344083.0,97168342.0,74.77,total
wage,149620053.0,135626384.0,1273143243.0,1211949279.0,61193964.0,422016757.0,75.1,total
earnings_city,834308.0,891417.0,3039683.0,3077512.0,-37829.0,6960317.0,30.4,current
earnings_city,182392.0,88843.0,1931651.0,1699580.0,232071.0,-931651.0,193.17,prior
earnings_city,1016700.0,980260.0,4971334.0,4777092.0,194242.0,6028666.0,45.19,total
earnings_pica,423597.0,381770.0,1711233.0,1561818.0,149415.0,-211233.0,114.08,current
earnings_pica,54534.0,104435.0,709598.0,814363.0,-104765.0,2790402.0,20.27,prior
earnings_pica,478131.0,486205.0,2420831.0,2376181.0,44650.0,2579169.0,48.42,total
earnings,1494831.0,1466465.0,7392165.0,7153273.0,238892.0,8607835.0,46.2,total
net_profits_city,1093858.0,963021.0,1411405.0,2407698.0,-996293.0,13395595.0,9.53,current
net_profits_city,110406.0,161740.0,5100976.0,1998849.0,3102127.0,-2100976.0,170.03,prior
net_profits_city,1204264.0,1124761.0,6512381.0,4406547.0,2105834.0,11294619.0,36.57,total
net_profits_pica,1351364.0,929653.0,4089463.0,2082543.0,2006920.0,8091537.0,33.57,current
net_profits_pica,155372.0,-4671.0,-2896552.0,-131521.0,-2765031.0,3396552.0,-579.31,prior
net_profits_pica,1506736.0,924982.0,1192911.0,1951022.0,-758111.0,11488089.0,9.41,total
net_profits,2711000.0,2049743.0,7705292.0,6357569.0,1347723.0,22782708.0,25.27,total
wage_earnings_net_profits,153825884.0,139142592.0,1288240700.0,1225460121.0,62780579.0,453407300.0,73.97,total
wage_earnings_net_profits_pica,36057385.0,32581458.0,291521400.0,278890778.0,12630622.0,111235600.0,72.38,total
wage_earnings_net_profits_city,117768499.0,106561134.0,996719300.0,946569343.0,50149957.0,342171700.0,74.44,total
birt,55773083.0,47175686.0,104592425.0,86839470.0,17752955.0,,,current
birt,4165128.0,3857517.0,22892798.0,28684170.0,-5791372.0,,,prior
birt,59938211.0,51033203.0,127485223.0,115523640.0,11961583.0,323846777.0,28.25,total
sales,10793880.0,19587637.0,121420976.0,198347302.0,-76926326.0,22410024.0,84.42,total
amusement,1034565.0,928868.0,13344482.0,13276743.0,67739.0,6729518.0,66.48,total
tobacco,5720.0,20657.0,766078.0,625726.0,140352.0,-129078.0,120.26,total
parking,5983547.0,5863536.0,55976808.0,54348416.0,1628392.0,19364192.0,74.3,total
valet,144765.0,93138.0,1190757.0,1037234.0,153523.0,334243.0,78.08,total
real_estate_transfer,11919651.0,17468211.0,139773094.0,116931592.0,22841502.0,61908906.0,69.3,total
outdoor_ads,201943.0,179828.0,1939541.0,1915213.0,24328.0,810459.0,70.53,total
other_taxes,,360.0,463859.0,632591.0,-168732.0,-380859.0,558.87,total
all_taxes,324901994.0,312351223.0,1948668210.0,1941042340.0,7625870.0,830251790.0,70.12,total
