name,apr_fy18,apr_fy17,fy18_ytd,fy17_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,29573242.0,18338694.0,594385980.0,528040681.0,66345299.0,13539020.0,97.77,current
real_estate,4572019.0,5088616.0,35376338.0,38379830.0,-3003492.0,2955662.0,92.29,prior
real_estate,34145261.0,23427310.0,629762318.0,566420511.0,63341807.0,16494682.0,97.45,total
wage_city,147006555.0,121731044.0,1271506769.0,1189773753.0,81733016.0,246283231.0,83.77,current
wage_city,-11229.0,743831.0,3758930.0,4387370.0,-628440.0,-1008930.0,136.69,prior
wage_city,146995326.0,122474875.0,1275265699.0,1194161123.0,81104576.0,245274301.0,83.87,total
wage_pica,44927947.0,36998505.0,388555141.0,361615648.0,26939493.0,72449859.0,84.28,current
wage_pica,-3068.0,226077.0,1149121.0,1348850.0,-199729.0,1350879.0,45.96,prior
wage_pica,44924879.0,37224582.0,389704262.0,362964498.0,26739764.0,73800738.0,84.08,total
wage,191920205.0,159699457.0,1664969961.0,1557125621.0,107844340.0,319075039.0,83.92,total
earnings_city,2760467.0,3599373.0,6487230.0,7006136.0,-518906.0,3312770.0,66.2,current
earnings_city,549343.0,505374.0,4379690.0,5694300.0,-1314610.0,1120310.0,79.63,prior
earnings_city,3309810.0,4104747.0,10866920.0,12700436.0,-1833516.0,4433080.0,71.03,total
earnings_pica,1457839.0,1832098.0,3425279.0,3566156.0,-140877.0,574721.0,85.63,current
earnings_pica,290011.0,257238.0,2312135.0,2899020.0,-586885.0,387865.0,85.63,prior
earnings_pica,1747850.0,2089336.0,5737414.0,6465176.0,-727762.0,962586.0,85.63,total
earnings,5057660.0,6194083.0,16604334.0,19165612.0,-2561278.0,5395666.0,75.47,total
net_profits_city,13856060.0,15037169.0,20062456.0,19094933.0,967523.0,7444544.0,72.94,current
net_profits_city,1629982.0,632793.0,4599997.0,3209217.0,1390780.0,-2099997.0,184.0,prior
net_profits_city,15486042.0,15669962.0,24662453.0,22304150.0,2358303.0,5344547.0,82.19,total
net_profits_pica,13072834.0,13987087.0,18915807.0,17762199.0,1153608.0,4709193.0,80.07,current
net_profits_pica,1535032.0,588580.0,4332035.0,2985692.0,1346343.0,-832035.0,123.77,prior
net_profits_pica,14607866.0,14575667.0,23247842.0,20747891.0,2499951.0,3877158.0,85.71,total
net_profits,30093908.0,30245629.0,47910295.0,43052041.0,4858254.0,9221705.0,83.86,total
wage_earnings_net_profits,227071773.0,196139169.0,1729484590.0,1619343274.0,110141316.0,333692410.0,83.83,total
wage_earnings_net_profits_pica,61280595.0,53889585.0,418689518.0,390177565.0,28511953.0,78640482.0,84.19,total
wage_earnings_net_profits_city,165791178.0,142249584.0,1310795072.0,1229165709.0,81629363.0,255051928.0,83.71,total
birt,268267219.0,270244651.0,366759507.0,372942635.0,-6183128.0,,,current
birt,6505743.0,11331481.0,27800513.0,31564005.0,-3763492.0,,,prior
birt,274772962.0,281576132.0,394560020.0,404506640.0,-9946620.0,18964980.0,95.41,total
sales,11415479.0,11093674.0,160793482.0,150419384.0,10374098.0,43658518.0,78.65,total
amusement,3307297.0,3554474.0,20262056.0,18968516.0,1293540.0,1024944.0,95.19,total
tobacco,5658.0,3987.0,983661.0,847878.0,135783.0,-204661.0,126.27,total
parking,7676366.0,8090223.0,77435053.0,78099807.0,-664754.0,18081947.0,81.07,total
valet,138242.0,112607.0,2300415.0,1157532.0,1142883.0,199585.0,92.02,total
real_estate_transfer,24792196.0,17752917.0,271916855.0,194332272.0,77584583.0,15219145.0,94.7,total
outdoor_ads,215251.0,223665.0,2375719.0,2293951.0,81768.0,514281.0,82.2,total
soda,6248942.0,7042953.0,63695943.0,19155062.0,44540881.0,,,current
soda,272650.0,,417344.0,,417344.0,,,prior
soda,6521592.0,7042953.0,64113287.0,19155062.0,44958225.0,14712713.0,81.34,total
other_taxes,116.0,32.0,92448.0,72273.0,20175.0,552.0,99.41,total
all_taxes,528781598.0,495127558.0,2935390386.0,2665439535.0,269950851.0,383718614.0,88.44,total
