name,nov_fy19,nov_fy18,fy19_ytd,fy18_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,2402719.0,3319041.0,20132290.0,20000945.0,131345.0,610615710.0,3.19,current
real_estate,2997670.0,2520060.0,16567953.0,16002501.0,565452.0,21764047.0,43.22,prior
real_estate,5400389.0,5839101.0,36700243.0,36003446.0,696797.0,632379757.0,5.49,total
wage_city,112823242.0,117984012.0,638071512.0,611341904.0,26729608.0,931741488.0,40.65,current
wage_city,-628035.0,632010.0,-2952224.0,3150201.0,-6102425.0,5202224.0,-131.21,prior
wage_city,112195207.0,118616022.0,635119288.0,614492105.0,20627183.0,936943712.0,40.4,total
wage_pica,34476776.0,35859657.0,194974945.0,185811148.0,9163797.0,283380055.0,40.76,current
wage_pica,-191916.0,192091.0,-902739.0,957702.0,-1860441.0,2402739.0,-60.18,prior
wage_pica,34284860.0,36051748.0,194072206.0,186768850.0,7303356.0,285782794.0,40.44,total
wage,146480067.0,154667770.0,829191494.0,801260955.0,27930539.0,1222726506.0,40.41,total
earnings_city,394560.0,302355.0,1485165.0,1448327.0,36838.0,9014835.0,14.14,current
earnings_city,348012.0,337525.0,2200216.0,2040869.0,159347.0,3799784.0,36.67,prior
earnings_city,742572.0,639880.0,3685381.0,3489196.0,196185.0,12814619.0,22.34,total
earnings_pica,208297.0,153900.0,783136.0,736450.0,46686.0,4216864.0,15.66,current
earnings_pica,183723.0,171802.0,1164796.0,1038818.0,125978.0,1835204.0,38.83,prior
earnings_pica,392020.0,325702.0,1947932.0,1775268.0,172664.0,6052068.0,24.35,total
earnings,1134592.0,965582.0,5633313.0,5264464.0,368849.0,18866687.0,22.99,total
net_profits_city,83058.0,68826.0,817165.0,792860.0,24305.0,27852835.0,2.85,current
net_profits_city,380424.0,62972.0,3494436.0,1985781.0,1508655.0,-994436.0,139.78,prior
net_profits_city,463482.0,131798.0,4311601.0,2778641.0,1532960.0,26858399.0,13.83,total
net_profits_pica,78220.0,64018.0,767926.0,738299.0,29627.0,23898074.0,3.11,current
net_profits_pica,358263.0,58573.0,3289562.0,1847051.0,1442511.0,210438.0,93.99,prior
net_profits_pica,436483.0,122591.0,4057488.0,2585350.0,1472138.0,24108512.0,14.41,total
net_profits,899965.0,254389.0,8369089.0,5363991.0,3005098.0,50966911.0,14.1,total
wage_earnings_net_profits,148514624.0,155887741.0,843193896.0,811889410.0,31304486.0,1292560104.0,39.48,total
wage_earnings_net_profits_pica,35113363.0,36500041.0,200077626.0,191129468.0,8948158.0,315943374.0,38.77,total
wage_earnings_net_profits_city,113401261.0,119387700.0,643116270.0,620759942.0,22356328.0,976616730.0,39.71,total
birt,2410130.0,-1258560.0,30983601.0,34876195.0,-3892594.0,,,current
birt,-1106736.0,2193404.0,10669810.0,11273544.0,-603734.0,,,prior
birt,1303394.0,934844.0,41653411.0,46149739.0,-4496328.0,383538589.0,9.8,total
sales,14350596.0,14626405.0,96146792.0,96028294.0,118498.0,120377208.0,44.4,total
amusement,2112224.0,1400229.0,14184214.0,10289668.0,3894546.0,8028786.0,63.86,total
tobacco,411.0,5514.0,15345.0,33793.0,-18448.0,767655.0,1.96,total
parking,8756997.0,7868891.0,40294810.0,38836693.0,1458117.0,58778190.0,40.67,total
valet,189031.0,167935.0,796658.0,1343103.0,-546445.0,803342.0,49.79,total
real_estate_transfer,22552161.0,28718591.0,140396083.0,144373624.0,-3977541.0,170101917.0,45.22,total
outdoor_ads,374961.0,232897.0,1433414.0,1256219.0,177195.0,1427586.0,50.1,total
soda,7015695.0,6083858.0,33695343.0,33809123.0,-113780.0,,,current
soda,9067.0,,36632.0,,36632.0,,,prior
soda,7024762.0,6083858.0,33731975.0,33809123.0,-77148.0,44306025.0,43.23,total
other_taxes,1500.0,8700.0,1612.0,76128.0,-74516.0,81388.0,1.94,total
all_taxes,175467687.0,185274665.0,1048470827.0,1028959772.0,19511055.0,2397207173.0,30.43,total
