name,jul_fy15,jul_fy14,fy15_ytd,fy14_ytd,net_change,budget_requirement,pct_budgeted
us_government,1792197.0,1842079.0,1792197.0,1842079.0,-49882.0,30445803.0,5.56
commonwealth_of_pa,1590302.0,5519875.0,1590302.0,5519875.0,-3929573.0,210051698.0,0.75
other_governmental_units,64435.0,500000.0,64435.0,500000.0,-435565.0,19942565.0,0.32
pica_transfer,30823796.0,20223840.0,30823796.0,20223840.0,10599956.0,307201204.0,9.12
parking_receipts_ppa,3456780.0,,3456780.0,,3456780.0,31543220.0,9.88
other_authorized_adjustment,,,,,,2000000.0,0.0
total_revenue_other_govts,37727510.0,28085794.0,37727510.0,28085794.0,9641716.0,601184490.0,5.9
