name,feb_fy20,feb_fy19,fy20_ytd,fy19_ytd,net_change,budget_requirement,pct_budgeted
us_government,1644232.0,2102134.0,8728922.0,18321443.0,-9592521.0,37053078.0,19.07
commonwealth_of_pa,5822386.0,3824200.0,204647950.0,205346162.0,-698212.0,31030050.0,86.83
other_governmental_units,7606531.0,2233425.0,37616605.0,24112986.0,13503619.0,28805395.0,56.63
pica_transfer,48654868.0,37213061.0,324361502.0,302884201.0,21477300.0,174928498.0,64.96
total_revenue_other_govts,63728018.0,45372819.0,575354979.0,550664793.0,24690186.0,271817021.0,67.91
