name,sep_fy18,sep_fy17,fy18_ytd,fy17_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,3181397.0,2996044.0,13516351.0,12726584.0,789767.0,588600649.0,2.24,current
real_estate,3288977.0,3095212.0,10642112.0,10621827.0,20285.0,38691888.0,21.57,prior
real_estate,6470374.0,6091256.0,24158463.0,23348411.0,810052.0,627292537.0,3.71,total
wage_city,113843534.0,107874240.0,360828969.0,346672152.0,14156817.0,1085047031.0,24.96,current
wage_city,133586.0,1296492.0,2352135.0,1829454.0,522681.0,1871865.0,55.69,prior
wage_city,113977120.0,109170732.0,363181104.0,348501606.0,14679498.0,1086918896.0,25.05,total
wage_pica,34601246.0,32623671.0,109669675.0,104841696.0,4827979.0,332423325.0,24.81,current
wage_pica,40602.0,392089.0,715140.0,553269.0,161871.0,2284860.0,23.84,prior
wage_pica,34641848.0,33015760.0,110384815.0,105394965.0,4989850.0,334708185.0,24.8,total
wage,148618968.0,142186492.0,473565919.0,453896571.0,19669348.0,1421627081.0,24.99,total
earnings_city,92299.0,82936.0,767661.0,712040.0,55621.0,10732339.0,6.68,current
earnings_city,312307.0,420026.0,1208268.0,1105380.0,102888.0,1791732.0,40.28,prior
earnings_city,404606.0,502962.0,1975929.0,1817420.0,158509.0,12524071.0,13.63,total
earnings_pica,46981.0,41724.0,390744.0,358215.0,32529.0,1609256.0,19.54,current
earnings_pica,158966.0,211309.0,615014.0,556100.0,58914.0,2384986.0,20.5,prior
earnings_pica,205947.0,253033.0,1005758.0,914315.0,91443.0,3994242.0,20.12,total
earnings,610553.0,755995.0,2981687.0,2731735.0,249952.0,16518313.0,15.29,total
net_profits_city,256028.0,112786.0,527084.0,306537.0,220547.0,26094916.0,1.98,current
net_profits_city,696485.0,329767.0,1369735.0,1142164.0,227571.0,1746265.0,43.96,prior
net_profits_city,952513.0,442553.0,1896819.0,1448701.0,448118.0,27841181.0,6.38,total
net_profits_pica,238976.0,107113.0,491092.0,291118.0,199974.0,22124908.0,2.17,current
net_profits_pica,647840.0,313179.0,1274048.0,1084710.0,189338.0,1225952.0,50.96,prior
net_profits_pica,886816.0,420292.0,1765140.0,1375828.0,389312.0,23350860.0,7.03,total
net_profits,1839329.0,862845.0,3661959.0,2824529.0,837430.0,51192041.0,6.68,total
wage_earnings_net_profits,151068850.0,143805332.0,480209565.0,459452835.0,20756730.0,1489337435.0,24.38,total
wage_earnings_net_profits_pica,35734611.0,33689085.0,113155713.0,107685108.0,5470605.0,362053287.0,23.81,total
wage_earnings_net_profits_city,115334239.0,110116247.0,367053852.0,351767727.0,15286125.0,1127284148.0,24.56,total
birt,14175151.0,9964699.0,22769599.0,14215105.0,8554494.0,,,current
birt,2271936.0,1682216.0,7495995.0,5235701.0,2260294.0,,,prior
birt,16447087.0,11646915.0,30265594.0,19450806.0,10814788.0,459620406.0,6.18,total
sales,11975118.0,11682239.0,69552299.0,64011828.0,5540471.0,128530701.0,35.11,total
amusement,4046016.0,1160222.0,7513446.0,7436443.0,77003.0,14634554.0,33.92,total
tobacco,2323.0,-574.0,23497.0,1716.0,21781.0,755503.0,3.02,total
parking,7716570.0,7655427.0,23138887.0,23219179.0,-80292.0,78967113.0,22.66,total
valet,140961.0,112446.0,381240.0,373249.0,7991.0,1218760.0,23.83,total
real_estate_transfer,20811248.0,17754495.0,88178042.0,62355933.0,25822109.0,154742958.0,36.3,total
outdoor_ads,228613.0,242944.0,775990.0,699648.0,76342.0,1749010.0,30.73,total
soda,6733241.0,,20158107.0,,20158107.0,72253893.0,21.81,total
other_taxes,17497.0,,17528.0,2229.0,15299.0,65472.0,21.12,total
all_taxes,189923287.0,166461617.0,631216945.0,552667169.0,78549776.0,2667115055.0,19.14,total
