name,jul_fy16,jul_fy15,fy16_ytd,fy15_ytd,net_change,budget_requirement,pct_budgeted
us_government,4240101.0,1792197.0,4240101.0,1792197.0,2447904.0,25176899.0,14.41
commonwealth_of_pa,2867661.0,1590302.0,2867661.0,1590302.0,1277359.0,208799339.0,1.35
other_governmental_units,64829.0,64434.0,64829.0,64434.0,395.0,19467171.0,0.33
pica_transfer,31436230.0,30823796.0,31436230.0,30823796.0,612434.0,322062770.0,8.89
parking_receipts_ppa,4659760.0,3456780.0,4659760.0,3456780.0,1202980.0,31040240.0,13.05
other_authorized_adjustment,,,,,,2000000.0,0.0
total_revenue_other_govts,43268581.0,37727509.0,43268581.0,37727509.0,5541072.0,608546419.0,6.64
