name,jun_fy17,jun_fy16,fy17_ytd,fy16_ytd,net_change,budget_requirement,pct_budgeted
us_government,4524542.0,7626468.0,33055478.0,30758295.0,2297183.0,4996522.0,86.87
commonwealth_of_pa,2932189.0,5311786.0,208697317.0,219877454.0,-11180137.0,11529683.0,94.76
other_governmental_units,,1000000.0,18212106.0,19414229.0,-1202123.0,344894.0,98.14
pica_transfer,37615474.0,31701036.0,409713465.0,380535555.0,29177910.0,-14994465.0,103.8
parking_receipts_ppa,7961201.0,5339543.0,47026364.0,31056038.0,15970326.0,-8925364.0,123.43
other_authorized_adjustment,,,,,,2000000.0,0.0
total_revenue_other_govts,53033406.0,50978833.0,716704730.0,681641571.0,35063159.0,-5048730.0,100.71
