name,mar_fy20,mar_fy19,fy20_ytd,fy19_ytd,net_change,budget_requirement,pct_budgeted
us_government,1494260.0,826842.0,10223182.0,19148285.0,-8925103.0,35558818.0,22.33
commonwealth_of_pa,2063760.0,1888743.0,206711710.0,207234905.0,-523195.0,28966290.0,87.71
other_governmental_units,4507207.0,2552673.0,42123812.0,26665659.0,15458153.0,24298188.0,63.42
pica_transfer,10625103.0,46329178.0,334986605.0,349213379.0,-14226774.0,164303395.0,67.09
total_revenue_other_govts,18690331.0,51597436.0,594045310.0,602262229.0,-8216919.0,253126690.0,70.12
