name,jun_fy19,jun_fy18,fy19_ytd,fy18_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,3978533.0,5344768.0,657324464.0,611130081.0,46194383.0,-26576464.0,104.21,current
real_estate,659903.0,-402357.0,39534305.0,38828797.0,705508.0,-1202305.0,103.14,prior
real_estate,4638436.0,4942411.0,696858769.0,649958878.0,46899891.0,-27778769.0,104.15,total
wage_city,111932291.0,104398931.0,1563607312.0,1496466264.0,67141048.0,6205688.0,99.6,current
wage_city,3068842.0,-3746054.0,,605976.0,-605976.0,2250000.0,0.0,prior
wage_city,115001133.0,100652877.0,1563607312.0,1497072240.0,66535072.0,8455688.0,99.46,total
wage_pica,35886528.0,31633328.0,488543484.0,457029622.0,31513862.0,-10188484.0,102.13,current
wage_pica,-80606.0,-408125.0,-1035265.0,923492.0,-1958757.0,2535265.0,-69.02,prior
wage_pica,35805922.0,31225203.0,487508219.0,457953114.0,29555105.0,-7653219.0,101.59,total
wage,150807055.0,131878080.0,2051115531.0,1955025354.0,96090177.0,802469.0,99.96,total
earnings_city,-2746948.0,-547.0,10603255.0,9860378.0,742877.0,-103255.0,100.98,current
earnings_city,-268159.0,35902.0,4350055.0,4783386.0,-433331.0,1649945.0,72.5,prior
earnings_city,-3015107.0,35355.0,14953310.0,14643764.0,309546.0,1546690.0,90.63,total
earnings_pica,-1509895.0,118163.0,5596416.0,5324514.0,271902.0,-596416.0,111.93,current
earnings_pica,-70065.0,114414.0,2388210.0,2620819.0,-232609.0,611790.0,79.61,prior
earnings_pica,-1579960.0,232577.0,7984626.0,7945333.0,39293.0,15374.0,99.81,total
earnings,-4595067.0,267932.0,22937936.0,22589097.0,348839.0,1562064.0,93.62,total
net_profits_city,962100.0,2055490.0,28987487.0,27105639.0,1881848.0,-317487.0,101.11,current
net_profits_city,-494089.0,-220876.0,6352633.0,4689353.0,1663280.0,-3852633.0,254.11,prior
net_profits_city,468011.0,1834614.0,35340120.0,31794992.0,3545128.0,-4170120.0,113.38,total
net_profits_pica,2562618.0,2874506.0,27477684.0,26487594.0,990090.0,-2811684.0,111.4,current
net_profits_pica,-321648.0,-35135.0,5768028.0,4589422.0,1178606.0,-2268028.0,164.8,prior
net_profits_pica,2240970.0,2839371.0,33245712.0,31077016.0,2168696.0,-5079712.0,118.03,total
net_profits,2708981.0,4673985.0,68585832.0,62872008.0,5713824.0,-9249832.0,115.59,total
wage_earnings_net_profits,148920969.0,136819997.0,2142639299.0,2040486459.0,102152840.0,-6885299.0,100.32,total
wage_earnings_net_profits_pica,36466932.0,34297151.0,528738557.0,496975463.0,31763094.0,-12717557.0,102.46,total
wage_earnings_net_profits_city,112454037.0,102522846.0,1613900742.0,1543510996.0,70389746.0,5832258.0,99.64,total
birt,10712710.0,25528429.0,498527098.0,432739644.0,65787454.0,,,current
birt,-14231032.0,-14551799.0,34219529.0,17209659.0,17009870.0,,,prior
birt,-3518322.0,10976630.0,532746627.0,449949303.0,82797324.0,-107554627.0,125.3,total
sales,28547766.0,27397162.0,215265957.0,202175070.0,13090887.0,1258043.0,99.42,total
amusement,979826.0,626373.0,27447366.0,22329167.0,5118199.0,-5234366.0,123.56,total
tobacco,3593.0,3288.0,956854.0,990264.0,-33410.0,-173854.0,122.2,total
parking,8134569.0,8048887.0,97928023.0,93656343.0,4271680.0,1144977.0,98.84,total
valet,142535.0,156432.0,1778493.0,2609049.0,-830556.0,-178493.0,111.16,total
real_estate_transfer,30916146.0,26908688.0,330482133.0,333192303.0,-2710170.0,-19984133.0,106.44,total
outdoor_ads,314931.0,291678.0,3346455.0,2948695.0,397760.0,-485455.0,116.97,total
soda,6409655.0,6668457.0,76417918.0,76585575.0,-167657.0,,,current
soda,22662.0,279526.0,494014.0,704863.0,-210849.0,,,prior
soda,6432317.0,6947983.0,76911932.0,77290438.0,-378506.0,1126068.0,98.56,total
other_taxes,220.0,,75034.0,92529.0,-17495.0,7966.0,90.4,total
all_taxes,189046054.0,188822378.0,3597698385.0,3378703035.0,218995350.0,-152020385.0,104.41,total
