name,jun_fy20,jun_fy19,fy20_ytd,fy19_ytd,net_change,budget_requirement,pct_budgeted
us_government,113078543.0,664090.0,125982110.0,22102591.0,103879519.0,-6825110.0,105.73
commonwealth_of_pa,15341045.0,3015393.0,224123630.0,214472247.0,9651383.0,-6585630.0,103.03
other_governmental_units,7917819.0,14577237.0,61210599.0,53820326.0,7390273.0,-8617599.0,116.39
pica_transfer,23042205.0,34234411.0,485961489.0,491343222.0,-5381734.0,14238511.0,97.15
total_revenue_other_govts,159379612.0,52491131.0,897277828.0,781738386.0,115539442.0,-7789828.0,100.88
