name,jan_fy19,jan_fy18,fy19_ytd,fy18_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,49524936.0,61178166.0,88515204.0,112874815.0,-24359611.0,542232796.0,14.03,current
real_estate,2678707.0,2887388.0,22711639.0,21475370.0,1236269.0,15620361.0,59.25,prior
real_estate,52203643.0,64065554.0,111226843.0,134350185.0,-23123342.0,557853157.0,16.62,total
wage_city,169550500.0,166128809.0,925546835.0,887547308.0,37999527.0,644266165.0,58.96,current
wage_city,-860453.0,612521.0,-3881824.0,3810978.0,-7692802.0,6131824.0,-172.53,prior
wage_city,168690047.0,166741330.0,921665011.0,891358286.0,30306725.0,650397989.0,58.63,total
wage_pica,52869626.0,50765994.0,288600897.0,271218589.0,17382308.0,189754103.0,60.33,current
wage_pica,-267770.0,187176.0,-1209694.0,1164567.0,-2374261.0,2709694.0,-80.65,prior
wage_pica,52601856.0,50953170.0,287391203.0,272383156.0,15008047.0,192463797.0,59.89,total
wage,221291903.0,217694500.0,1209056214.0,1163741442.0,45314772.0,842861786.0,58.92,total
earnings_city,408936.0,869434.0,1984385.0,2493493.0,-509108.0,8515615.0,18.9,current
earnings_city,302166.0,515628.0,2814454.0,3015556.0,-201102.0,3185546.0,46.91,prior
earnings_city,711102.0,1385062.0,4798839.0,5509049.0,-710210.0,11701161.0,29.08,total
earnings_pica,217676.0,458993.0,1056288.0,1316369.0,-260081.0,3943712.0,21.13,current
earnings_pica,160843.0,272211.0,1498133.0,1591978.0,-93845.0,1501867.0,49.94,prior
earnings_pica,378519.0,731204.0,2554421.0,2908347.0,-353926.0,5445579.0,31.93,total
earnings,1089621.0,2116266.0,7353260.0,8417396.0,-1064136.0,17146740.0,30.01,total
net_profits_city,410678.0,1528286.0,1829836.0,3310940.0,-1481104.0,26840164.0,6.38,current
net_profits_city,471988.0,308962.0,4255562.0,2572370.0,1683192.0,-1755562.0,170.22,prior
net_profits_city,882666.0,1837248.0,6085398.0,5883310.0,202088.0,25084602.0,19.52,total
net_profits_pica,365065.0,1439259.0,1626620.0,3118069.0,-1491449.0,23039380.0,6.59,current
net_profits_pica,419564.0,290965.0,3782901.0,2422523.0,1360378.0,-282901.0,108.08,prior
net_profits_pica,784629.0,1730224.0,5409521.0,5540592.0,-131071.0,22756479.0,19.21,total
net_profits,1667295.0,3567472.0,11494919.0,11423902.0,71017.0,47841081.0,19.37,total
wage_earnings_net_profits,224048819.0,223378238.0,1227904393.0,1183582740.0,44321653.0,907849607.0,57.49,total
wage_earnings_net_profits_pica,53765004.0,53414598.0,295355145.0,280832095.0,14523050.0,220665855.0,57.24,total
wage_earnings_net_profits_city,170283815.0,169963640.0,932549248.0,902750645.0,29798603.0,687183752.0,57.57,total
birt,20770224.0,19361347.0,62333431.0,62052404.0,281027.0,,,current
birt,6477048.0,10018879.0,19403131.0,19594066.0,-190935.0,,,prior
birt,27247272.0,29380226.0,81736562.0,81646470.0,90092.0,343455438.0,19.22,total
sales,12876668.0,11871455.0,122312821.0,120557948.0,1754873.0,94211179.0,56.49,total
amusement,2521687.0,1539277.0,17714705.0,13277068.0,4437637.0,4498295.0,79.75,total
tobacco,584627.0,157717.0,600272.0,192896.0,407376.0,182728.0,76.66,total
parking,7786397.0,7652707.0,55816083.0,54603874.0,1212209.0,43256917.0,56.34,total
valet,143495.0,194262.0,1100879.0,1935608.0,-834729.0,499121.0,68.8,total
real_estate_transfer,25274253.0,36860584.0,191957610.0,203027707.0,-11070097.0,118540390.0,61.82,total
outdoor_ads,282692.0,210171.0,1957931.0,1713294.0,244637.0,903069.0,68.44,total
soda,6137431.0,187008.0,45452199.0,39952560.0,5499639.0,,,current
soda,34692.0,6343962.0,77065.0,6343962.0,-6266897.0,,,prior
soda,6172123.0,6530970.0,45529264.0,46296522.0,-767258.0,32508736.0,58.34,total
other_taxes,8700.0,6000.0,71712.0,91328.0,-19616.0,11288.0,86.4,total
all_taxes,305385372.0,328432563.0,1562573930.0,1560443545.0,2130385.0,1883104070.0,45.35,total
