name,mar_fy16,mar_fy15,fy16_ytd,fy15_ytd,net_change,budget_requirement,pct_budgeted
us_government,1985502.0,691233.0,19440664.0,16876992.0,2563672.0,8944336.0,68.49
commonwealth_of_pa,4170007.0,1419996.0,205957420.0,200171214.0,5786206.0,14964580.0,93.23
other_governmental_units,9000000.0,4500000.0,9228522.0,9260841.0,-32319.0,10303478.0,47.25
pica_transfer,32637217.0,24833735.0,267659876.0,239507470.0,28152406.0,98505124.0,73.1
parking_receipts_ppa,800000.0,2700000.0,24816495.0,27392283.0,-2575788.0,13989505.0,63.95
other_authorized_adjustment,,,,,,2283000.0,0.0
total_revenue_other_govts,48592726.0,34144964.0,527102977.0,493208800.0,33894177.0,148990023.0,77.96
