name,oct_fy20,oct_fy19,fy20_ytd,fy19_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,4036906.0,3599730.0,19527115.0,17729571.0,1797544.0,633831885.0,2.99,current
real_estate,2920068.0,3046766.0,12252597.0,13570283.0,-1317686.0,25312403.0,32.62,prior
real_estate,6956974.0,6646496.0,31779712.0,31299854.0,479858.0,659144288.0,4.6,total
wage_city,153800203.0,145084767.0,552121299.0,525248270.0,26873029.0,1065329701.0,34.14,current
wage_city,366452.0,-2651657.0,-605191.0,-2324189.0,1718998.0,1605191.0,-60.52,prior
wage_city,154166655.0,142433110.0,551516108.0,522924081.0,28592027.0,1066934892.0,34.08,total
wage_pica,47963249.0,44336373.0,172176060.0,160498169.0,11677891.0,330413940.0,34.26,current
wage_pica,114382.0,-810299.0,-434426.0,-710823.0,276397.0,1434426.0,-43.44,prior
wage_pica,48077631.0,43526074.0,171741634.0,159787346.0,11954288.0,331848366.0,34.1,total
wage,202244286.0,185959184.0,723257742.0,682711427.0,40546315.0,1398783258.0,34.08,total
earnings_city,354530.0,330981.0,1070898.0,1090605.0,-19707.0,9729102.0,9.92,current
earnings_city,456143.0,583316.0,1557471.0,1852204.0,-294733.0,2842529.0,35.4,prior
earnings_city,810673.0,914297.0,2628369.0,2942809.0,-314440.0,12571631.0,17.29,total
earnings_pica,188717.0,174983.0,570174.0,574840.0,-4666.0,4729826.0,10.76,current
earnings_pica,242805.0,310299.0,818019.0,981074.0,-163055.0,3181981.0,20.45,prior
earnings_pica,431522.0,485282.0,1388193.0,1555914.0,-167721.0,7911807.0,14.93,total
earnings,1242195.0,1399579.0,4016562.0,4498723.0,-482161.0,20483438.0,16.39,total
net_profits_city,248462.0,316848.0,1140425.0,734107.0,406318.0,32403575.0,3.4,current
net_profits_city,1231563.0,1417564.0,3668478.0,3114012.0,554466.0,1031522.0,78.05,prior
net_profits_city,1480025.0,1734412.0,4808903.0,3848119.0,960784.0,33435097.0,12.57,total
net_profits_pica,220866.0,298482.0,1023069.0,689707.0,333362.0,27720931.0,3.56,current
net_profits_pica,1094775.0,1334987.0,3265743.0,2931299.0,334444.0,1234257.0,72.57,prior
net_profits_pica,1315641.0,1633469.0,4288812.0,3621006.0,667806.0,28955188.0,12.9,total
net_profits,2795666.0,3367881.0,9097715.0,7469125.0,1628590.0,62390285.0,12.73,total
wage_earnings_net_profits,206282147.0,190726644.0,736372019.0,694679275.0,41692744.0,1481656981.0,33.2,total
wage_earnings_net_profits_pica,49824794.0,45644825.0,177418639.0,164964266.0,12454373.0,368715361.0,32.49,total
wage_earnings_net_profits_city,156457353.0,145081819.0,558953380.0,529715009.0,29238371.0,1112941620.0,33.43,total
birt,17421016.0,14050872.0,49681012.0,28573472.0,21107540.0,,,current
birt,2182272.0,2680039.0,8615230.0,11776546.0,-3161316.0,,,prior
birt,19603288.0,16730911.0,58296242.0,40350018.0,17946224.0,439020758.0,11.72,total
sales,13842866.0,13323110.0,90484457.0,81796200.0,8688257.0,137371543.0,39.71,total
amusement,1152411.0,1864721.0,9897055.0,12071990.0,-2174935.0,19021945.0,34.22,total
tobacco,4618.0,7391.0,11767.0,14934.0,-3167.0,974233.0,1.19,total
parking,8358578.0,7992378.0,32489674.0,31537814.0,951860.0,66102326.0,32.95,total
valet,127797.0,143796.0,565716.0,607627.0,-41911.0,1034284.0,35.36,total
real_estate_transfer,38706106.0,29175806.0,121094444.0,117843922.0,3250522.0,218176556.0,35.69,total
outdoor_ads,352601.0,290251.0,1291638.0,1058453.0,233185.0,1876362.0,40.77,total
soda,7682861.0,6591817.0,27684776.0,26679648.0,1005128.0,,,current
soda,25246.0,12492.0,304176.0,27565.0,276611.0,,,prior
soda,7708107.0,6604309.0,27988952.0,26707213.0,1281739.0,47892048.0,36.89,total
other_taxes,,,2114.0,113.0,2001.0,80886.0,2.55,total
all_taxes,253270699.0,227860988.0,932855151.0,873003147.0,59852004.0,2703636849.0,25.65,total
