name,feb_fy16,feb_fy15,fy16_ytd,fy15_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,317016866.0,278129139.0,387410548.0,341836533.0,45574015.0,148005452.0,72.36,current
real_estate,4649613.0,4473140.0,35113433.0,30640347.0,4473086.0,10587567.0,76.83,prior
real_estate,321666479.0,282602279.0,422523981.0,372476880.0,50047101.0,158593019.0,72.71,total
wage_city,118831812.0,109965529.0,900002734.0,860011102.0,39991632.0,454060266.0,66.47,current
wage_city,1979648.0,1481842.0,6710862.0,9676948.0,-2966086.0,-1210862.0,122.02,prior
wage_city,120811460.0,111447371.0,906713596.0,869688050.0,37025546.0,452849404.0,66.69,total
wage_pica,35937495.0,33673157.0,272181692.0,253853964.0,18327728.0,126111308.0,68.34,current
wage_pica,598691.0,-71525.0,2029519.0,-18825.0,2048344.0,470481.0,81.18,prior
wage_pica,36536186.0,33601632.0,274211211.0,253835139.0,20376072.0,126581789.0,68.42,total
wage,157347646.0,145049003.0,1180924807.0,1123523189.0,57401618.0,579431193.0,67.08,total
earnings_city,619401.0,546659.0,2467311.0,2205374.0,261937.0,7532689.0,24.67,current
earnings_city,254144.0,100899.0,1855323.0,1749259.0,106064.0,-855323.0,185.53,prior
earnings_city,873545.0,647558.0,4322634.0,3954633.0,368001.0,6677366.0,39.3,total
earnings_pica,311611.0,236723.0,1241266.0,1287636.0,-46370.0,258734.0,82.75,current
earnings_pica,127856.0,91795.0,933385.0,655064.0,278321.0,2566615.0,26.67,prior
earnings_pica,439467.0,328518.0,2174651.0,1942700.0,231951.0,2825349.0,43.49,total
earnings,1313012.0,976076.0,6497285.0,5897333.0,599952.0,9502715.0,40.61,total
net_profits_city,288473.0,121942.0,1719268.0,317547.0,1401721.0,13773732.0,11.1,current
net_profits_city,151340.0,664421.0,1720863.0,4990570.0,-3269707.0,1279137.0,57.36,prior
net_profits_city,439813.0,786363.0,3440131.0,5308117.0,-1867986.0,15052869.0,18.6,total
net_profits_pica,273962.0,186721.0,1632786.0,2738099.0,-1105313.0,11090214.0,12.83,current
net_profits_pica,143727.0,-159748.0,1634300.0,-3051924.0,4686224.0,-1134300.0,326.86,prior
net_profits_pica,417689.0,26973.0,3267086.0,-313825.0,3580911.0,9955914.0,24.71,total
net_profits,857502.0,813336.0,6707217.0,4994292.0,1712925.0,25008783.0,21.15,total
wage_earnings_net_profits,159518160.0,146838415.0,1194129309.0,1134414814.0,59714495.0,613942691.0,66.04,total
wage_earnings_net_profits_pica,37393342.0,33957123.0,279652948.0,255464014.0,24188934.0,139363052.0,66.74,total
wage_earnings_net_profits_city,122124818.0,112881292.0,914476361.0,878950800.0,35525561.0,474579639.0,65.83,total
birt,10106936.0,5574747.0,62813052.0,48819342.0,13993710.0,,,current
birt,3495252.0,2768538.0,20670278.0,18727670.0,1942608.0,,,prior
birt,13602188.0,8343285.0,83483330.0,67547012.0,15936318.0,370390670.0,18.39,total
sales,13742796.0,11391058.0,113987211.0,110627096.0,3360115.0,35383789.0,76.31,total
amusement,1289824.0,1514998.0,12383018.0,12309916.0,73102.0,6790982.0,64.58,total
tobacco,450247.0,643240.0,746548.0,760358.0,-13810.0,-106548.0,116.65,total
parking,7274736.0,5938776.0,59279508.0,49993261.0,9286247.0,27756492.0,68.11,total
valet,93694.0,102802.0,932377.0,1045993.0,-113616.0,667623.0,58.27,total
real_estate_transfer,18078276.0,10180514.0,158361461.0,127853443.0,30508018.0,63488539.0,71.38,total
outdoor_ads,284037.0,185454.0,1919409.0,1737598.0,181811.0,891591.0,68.28,total
other_taxes,-1079.0,7400.0,35790.0,463859.0,-428069.0,14210.0,71.58,total
all_taxes,498606016.0,433791098.0,1768128994.0,1623766216.0,144362778.0,1144150006.0,60.71,total
