name,feb_fy20,feb_fy19,fy20_ytd,fy19_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,417853694.0,387842922.0,532818156.0,476358127.0,56460030.0,120540844.0,81.55,current
real_estate,4785083.0,3039437.0,23436504.0,25751076.0,-2314572.0,14128496.0,62.39,prior
real_estate,422638777.0,390882359.0,556254661.0,502109203.0,54145458.0,134669339.0,80.51,total
wage_city,121903096.0,117065440.0,1102867709.0,1042612275.0,60255434.0,514583291.0,68.19,current
wage_city,-70128.0,-18898.0,1592953.0,-3900722.0,5493675.0,-592953.0,159.3,prior
wage_city,121832968.0,117046542.0,1104460662.0,1038711553.0,65749109.0,513990338.0,68.24,total
wage_pica,44679335.0,36503686.0,350614574.0,325104583.0,25509992.0,151975426.0,69.76,current
wage_pica,-37380.0,-4558.0,516087.0,-1214252.0,1730340.0,483913.0,51.61,prior
wage_pica,44641955.0,36499128.0,351130662.0,323890331.0,27240331.0,152459338.0,69.73,total
wage,166474923.0,153545670.0,1455591324.0,1362601884.0,92989440.0,666449676.0,68.59,total
earnings_city,3214582.0,421934.0,5210451.0,2406320.0,2804131.0,5589549.0,48.24,current
earnings_city,-2420606.0,261533.0,190944.0,3075987.0,-2885043.0,4209056.0,4.34,prior
earnings_city,793976.0,683468.0,5401395.0,5482307.0,-80912.0,9798605.0,35.54,total
earnings_pica,1768856.0,224596.0,2831392.0,1280884.0,1550508.0,2468608.0,53.42,current
earnings_pica,-1299241.0,139214.0,103761.0,1637348.0,-1533587.0,3896239.0,2.59,prior
earnings_pica,469615.0,363810.0,2935153.0,2918232.0,16921.0,6364847.0,31.56,total
earnings,1263591.0,1047278.0,8336548.0,8400538.0,-63991.0,16163452.0,34.03,total
net_profits_city,-2019178.0,220483.0,55461.0,2050320.0,-1994859.0,33488539.0,0.17,current
net_profits_city,2701123.0,398484.0,8081091.0,4654046.0,3427045.0,-3381091.0,171.94,prior
net_profits_city,681945.0,618968.0,8136553.0,6704366.0,1432187.0,30107447.0,21.28,total
net_profits_pica,-1803626.0,197216.0,52110.0,1823836.0,-1771726.0,28691890.0,0.18,current
net_profits_pica,2571970.0,356549.0,7376747.0,4139450.0,3237297.0,-2876747.0,163.93,prior
net_profits_pica,768344.0,553765.0,7428857.0,5963286.0,1465571.0,25815143.0,22.35,total
net_profits,1450289.0,1172733.0,15565410.0,12667652.0,2897758.0,55922590.0,21.77,total
wage_earnings_net_profits,169188803.0,155765681.0,1479493281.0,1383670074.0,95823207.0,738535719.0,66.7,total
wage_earnings_net_profits_pica,45879913.0,37416704.0,361494672.0,332771848.0,28722824.0,184639328.0,66.19,total
wage_earnings_net_profits_city,123308889.0,118348977.0,1117998610.0,1050898226.0,67100384.0,553896390.0,66.87,total
birt,1795266.0,6467301.0,96333462.0,68800732.0,27532730.0,-96333462.0,,current
birt,4960397.0,1444386.0,23063737.0,20847517.0,2216220.0,-23063737.0,,prior
birt,6755663.0,7911688.0,119397199.0,89648249.0,29748950.0,377919801.0,24.01,total
sales,13165548.0,15539676.0,145884455.0,137852497.0,8031959.0,81971545.0,64.02,total
amusement,1981826.0,1165923.0,17877555.0,18880628.0,-1003073.0,11041445.0,61.82,total
tobacco,58787.0,328511.0,1010482.0,928783.0,81698.0,-24482.0,102.48,total
parking,7884914.0,7577994.0,65696290.0,63394077.0,2302213.0,32895710.0,66.63,total
valet,76784.0,125960.0,1061701.0,1226839.0,-165137.0,538299.0,66.36,total
real_estate_transfer,20532765.0,13934980.0,221435660.0,205892590.0,15543071.0,117835340.0,65.27,total
outdoor_ads,295437.0,254029.0,2506908.0,2211960.0,294948.0,661092.0,79.13,total
soda,5104994.0,5780955.0,50768853.0,51233154.0,-464301.0,-50768853.0,,current
soda,263532.0,29032.0,1034461.0,106097.0,928365.0,-1034461.0,,prior
soda,5368526.0,5809986.0,51803315.0,51339251.0,464064.0,24077685.0,68.27,total
other_taxes,,-52924.0,69113.0,18788.0,50325.0,13887.0,83.27,total
all_taxes,602067917.0,561827158.0,2300995949.0,2124401089.0,176594860.0,1335496051.0,63.28,total
