name,dec_fy19,dec_fy18,fy19_ytd,fy18_ytd,net_change,budget_requirement,pct_budgeted
us_government,1600905.0,2462134.0,14055540.0,17265579.0,-3210039.0,29023460.0,32.63
commonwealth_of_pa,1365970.0,4429612.0,197563726.0,199109167.0,-1545441.0,33492274.0,85.5
other_governmental_units,,66891.0,,197064.0,-197064.0,18582000.0,0.0
pica_transfer,38590610.0,13144055.0,226226039.0,164720055.0,61505984.0,242742961.0,48.24
parking_receipts_ppa,4271927.0,,20316934.0,20206784.0,110150.0,22436066.0,47.52
other_authorized_adjustment,,,,,,2000000.0,0.0
total_revenue_other_govts,45829412.0,20102692.0,458162239.0,401498649.0,56663590.0,348276761.0,56.81
