name,may_fy17,may_fy16,fy17_ytd,fy16_ytd,net_change,budget_requirement,pct_budgeted
us_government,2427494.0,1546522.0,28529904.0,23131827.0,5398077.0,9522096.0,74.98
commonwealth_of_pa,9658560.0,6788011.0,205766161.0,214565668.0,-8799507.0,14460839.0,93.43
other_governmental_units,9103351.0,4578873.0,18212105.0,18414229.0,-202124.0,344895.0,98.14
pica_transfer,40444808.0,37476277.0,372097991.0,348834519.0,23263472.0,22621009.0,94.27
parking_receipts_ppa,4395169.0,900000.0,39065163.0,25716495.0,13348668.0,-964163.0,102.53
other_authorized_adjustment,,,,,,2000000.0,0.0
total_revenue_other_govts,66029382.0,51289683.0,663671324.0,630662738.0,33008586.0,47984676.0,93.26
