name,sep_fy21,sep_fy20,fy21_ytd,fy20_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,6080696.0,4087030.0,21969586.0,15490209.0,6479377.0,625504414.0,3.39,current
real_estate,2384720.0,2829193.0,6570906.0,9332529.0,-2761623.0,30243094.0,17.85,prior
real_estate,8465416.0,6916223.0,28540492.0,24822738.0,3717754.0,655747508.0,4.17,total
wage_city,118897193.0,126784731.0,368013508.0,398321096.0,-30307588.0,1135685492.0,24.47,current
wage_city,-167697.0,-678434.0,-903063.0,-1803987.0,900924.0,3303063.0,-37.63,prior
wage_city,118729496.0,126106297.0,367110445.0,396517109.0,-29406664.0,1138988555.0,24.37,total
wage_pica,37797761.0,39537204.0,116992708.0,124212811.0,-7220103.0,356972292.0,24.68,current
wage_pica,-53311.0,-208315.0,-283829.0,-548808.0,264979.0,1283829.0,-28.38,prior
wage_pica,37744450.0,39328889.0,116708879.0,123664003.0,-6955124.0,358256121.0,24.57,total
wage,156473946.0,165435186.0,483819324.0,520181112.0,-36361788.0,1497244676.0,24.42,total
earnings_city,300753.0,116196.0,3902608.0,716367.0,3186240.0,6097392.0,39.03,current
earnings_city,173456.0,339482.0,1149464.0,1101328.0,48136.0,1850536.0,38.32,prior
earnings_city,474209.0,455679.0,5052072.0,1817696.0,3234376.0,7947928.0,38.86,total
earnings_pica,163430.0,61851.0,2122988.0,381457.0,1741531.0,1877012.0,53.07,current
earnings_pica,94257.0,180717.0,625196.0,586248.0,38948.0,1874804.0,25.01,prior
earnings_pica,257687.0,242569.0,2748184.0,967705.0,1780479.0,3751816.0,42.28,total
earnings,731896.0,698247.0,7800256.0,2785401.0,5014856.0,11699744.0,40.0,total
net_profits_city,1467689.0,462198.0,17599174.0,891963.0,16707211.0,7564826.0,69.94,current
net_profits_city,158885.0,803747.0,595255.0,2436915.0,-1841659.0,4104745.0,12.67,prior
net_profits_city,1626573.0,1265945.0,18194429.0,3328878.0,14865551.0,11669571.0,60.92,total
net_profits_pica,1339673.0,416265.0,16122550.0,802204.0,15320347.0,5232450.0,75.5,current
net_profits_pica,145027.0,715894.0,544777.0,2170968.0,-1626191.0,4455223.0,10.9,prior
net_profits_pica,1484700.0,1132159.0,16667328.0,2973172.0,13694156.0,9687672.0,63.24,total
net_profits,3111273.0,2398104.0,34861757.0,6302050.0,28559707.0,21357243.0,62.01,total
wage_earnings_net_profits,160317115.0,168531537.0,526481336.0,529268562.0,-2787226.0,1530301664.0,25.6,total
wage_earnings_net_profits_pica,39486837.0,40703617.0,136124391.0,127604880.0,8519511.0,371695609.0,26.81,total
wage_earnings_net_profits_city,120830278.0,127827920.0,390356946.0,401663682.0,-11306736.0,1158606054.0,25.2,total
birt,18158747.0,18201439.0,304062706.0,32259996.0,271802710.0,,,current
birt,1436864.0,1515502.0,8668631.0,6432958.0,2235673.0,,,prior
birt,19595611.0,19716941.0,312731337.0,38692954.0,274038383.0,151589663.0,67.35,total
sales,12484446.0,13852047.0,66507452.0,76641590.0,-10134139.0,108000548.0,38.11,total
amusement,22100.0,5234182.0,44995.0,8744644.0,-8699649.0,16566005.0,0.27,total
tobacco,6922.0,263.0,34810.0,7149.0,27661.0,932190.0,3.6,total
parking,3849607.0,8446302.0,8749567.0,24131097.0,-15381530.0,66721433.0,11.59,total
valet,41090.0,156461.0,70520.0,437919.0,-367399.0,1177480.0,5.65,total
real_estate_transfer,24561901.0,21169644.0,83697338.0,82388338.0,1309000.0,209118662.0,28.58,total
outdoor_ads,230232.0,310716.0,587493.0,939037.0,-351544.0,2803507.0,17.33,total
soda,5565080.0,6746849.0,17458632.0,20001915.0,-2543282.0,,,current
soda,29269.0,38694.0,42962.0,278930.0,-235968.0,,,prior
soda,5594349.0,6785542.0,17501594.0,20280845.0,-2779251.0,49939406.0,25.95,total
other_taxes,,,,2113.0,-2113.0,73000.0,0.0,total
all_taxes,195681952.0,210416241.0,908822543.0,678752106.0,230070437.0,2421275457.0,27.29,total
