name,sep_fy19,sep_fy18,fy19_ytd,fy18_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,3578999.0,3181397.0,14129841.0,13516351.0,613490.0,616618159.0,2.24,current
real_estate,2909574.0,3288977.0,10523517.0,10642112.0,-118595.0,27808483.0,27.45,prior
real_estate,6488573.0,6470374.0,24653358.0,24158463.0,494895.0,644426642.0,3.68,total
wage_city,121820310.0,113843534.0,380163503.0,360828969.0,19334534.0,1189649497.0,24.22,current
wage_city,-685173.0,133586.0,327468.0,2352135.0,-2024667.0,1922532.0,14.55,prior
wage_city,121135137.0,113977120.0,380490971.0,363181104.0,17309867.0,1191572029.0,24.2,total
wage_pica,37217257.0,34601246.0,116161796.0,109669675.0,6492121.0,362193204.0,24.28,current
wage_pica,-209969.0,40602.0,99476.0,715140.0,-615664.0,1400524.0,6.63,prior
wage_pica,37007288.0,34641848.0,116261272.0,110384815.0,5876457.0,363593728.0,24.23,total
wage,158142425.0,148618968.0,496752243.0,473565919.0,23186324.0,1555165757.0,24.21,total
earnings_city,78014.0,92299.0,759624.0,767661.0,-8037.0,9740376.0,7.23,current
earnings_city,309605.0,312307.0,1268888.0,1208268.0,60620.0,4731112.0,21.15,prior
earnings_city,387619.0,404606.0,2028512.0,1975929.0,52583.0,14471488.0,12.29,total
earnings_pica,40020.0,46981.0,399857.0,390744.0,9113.0,4600143.0,8.0,current
earnings_pica,164348.0,158966.0,670775.0,615014.0,55761.0,2329225.0,22.36,prior
earnings_pica,204368.0,205947.0,1070632.0,1005758.0,64874.0,6929368.0,13.38,total
earnings,591987.0,610553.0,3099144.0,2981687.0,117457.0,21400856.0,12.65,total
net_profits_city,148677.0,256028.0,417259.0,527084.0,-109825.0,28252741.0,1.46,current
net_profits_city,599987.0,696485.0,1696448.0,1369735.0,326713.0,803552.0,67.86,prior
net_profits_city,748664.0,952513.0,2113707.0,1896819.0,216888.0,29056293.0,6.78,total
net_profits_pica,138288.0,238976.0,391224.0,491092.0,-99868.0,24274776.0,1.59,current
net_profits_pica,563722.0,647840.0,1596312.0,1274048.0,322264.0,1903688.0,45.61,prior
net_profits_pica,702010.0,886816.0,1987536.0,1765140.0,222396.0,26178464.0,7.06,total
net_profits,1450674.0,1839329.0,4101243.0,3661959.0,439284.0,55234757.0,6.91,total
wage_earnings_net_profits,160185086.0,151068850.0,503952630.0,480209565.0,23743065.0,1631801370.0,23.6,total
wage_earnings_net_profits_pica,37913666.0,35734611.0,119319440.0,113155713.0,6163727.0,396701560.0,23.12,total
wage_earnings_net_profits_city,122271420.0,115334239.0,384633190.0,367053852.0,17579338.0,1235099810.0,23.75,total
birt,11666281.0,14175151.0,14522600.0,22769599.0,-8246999.0,,,current
birt,4085680.0,2271936.0,9096507.0,7495995.0,1600512.0,,,prior
birt,15751961.0,16447087.0,23619107.0,30265594.0,-6646487.0,401572893.0,5.55,total
sales,14688735.0,11975118.0,68473090.0,69552299.0,-1079209.0,148050910.0,31.62,total
amusement,982817.0,4046016.0,10207270.0,7513446.0,2693824.0,12005730.0,45.95,total
tobacco,1453.0,2323.0,7543.0,23497.0,-15954.0,775457.0,0.96,total
parking,8028038.0,7716570.0,23545436.0,23138887.0,406549.0,75527564.0,23.77,total
valet,158242.0,140961.0,463831.0,381240.0,82591.0,1136169.0,28.99,total
real_estate_transfer,20044245.0,20811248.0,88668116.0,88178042.0,490074.0,221829884.0,28.56,total
outdoor_ads,246147.0,228613.0,768202.0,775990.0,-7788.0,2092798.0,26.85,total
soda,6563231.0,6733241.0,20087831.0,20158107.0,-70276.0,,,current
soda,2630.0,,15073.0,,15073.0,,,prior
soda,6565861.0,6733241.0,20102904.0,20158107.0,-55203.0,57935096.0,25.76,total
other_taxes,,17497.0,112.0,17528.0,-17416.0,82888.0,0.13,total
all_taxes,195227492.0,189923287.0,645142159.0,631216945.0,13925214.0,2800535841.0,18.72,total
