name,dec_fy17,dec_fy16,fy17_ytd,fy16_ytd,net_change,budget_requirement,pct_budgeted
us_government,2420965.0,1721752.0,15327654.0,15019796.0,307858.0,16039346.0,48.87
commonwealth_of_pa,1709470.0,2558084.0,180230669.0,181486717.0,-1256048.0,40551331.0,81.63
other_governmental_units,,13410.0,,92528.0,-92528.0,18557000.0,0.0
pica_transfer,39034169.0,25575356.0,183385702.0,169069567.0,14316135.0,203894298.0,47.35
parking_receipts_ppa,2257892.0,2018675.0,22435928.0,21016495.0,1419433.0,17146072.0,56.68
other_authorized_adjustment,,,,,,2000000.0,0.0
total_revenue_other_govts,45422496.0,31887277.0,401379953.0,386685103.0,14694850.0,298188047.0,57.38
