name,jul_fy18,jul_fy17,fy18_ytd,fy17_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,5518617.0,4500936.0,5518617.0,4500936.0,1017681.0,596598383.0,0.92,current
real_estate,3642313.0,3255063.0,3642313.0,3255063.0,387250.0,45691687.0,7.38,prior
real_estate,9160930.0,7755999.0,9160930.0,7755999.0,1404931.0,642290070.0,1.41,total
wage_city,134885753.0,108548541.0,134885753.0,108548541.0,26337212.0,1310990247.0,9.33,current
wage_city,1575160.0,431908.0,1575160.0,431908.0,1143252.0,2648840.0,37.29,prior
wage_city,136460913.0,108980449.0,136460913.0,108980449.0,27480464.0,1313639087.0,9.41,total
wage_pica,40997246.0,32827596.0,40997246.0,32827596.0,8169650.0,401095754.0,9.27,current
wage_pica,478990.0,130619.0,478990.0,130619.0,348371.0,2521010.0,15.97,prior
wage_pica,41476236.0,32958215.0,41476236.0,32958215.0,8518021.0,403616764.0,9.32,total
wage,177937149.0,141938664.0,177937149.0,141938664.0,35998485.0,1717255851.0,9.39,total
earnings_city,340779.0,345747.0,340779.0,345747.0,-4968.0,11159221.0,2.96,current
earnings_city,355980.0,248352.0,355980.0,248352.0,107628.0,2644020.0,11.87,prior
earnings_city,696759.0,594099.0,696759.0,594099.0,102660.0,13803241.0,4.81,total
earnings_pica,173459.0,173940.0,173459.0,173940.0,-481.0,1826541.0,8.67,current
earnings_pica,181195.0,124942.0,181195.0,124942.0,56253.0,2818805.0,6.04,prior
earnings_pica,354654.0,298882.0,354654.0,298882.0,55772.0,4645346.0,7.09,total
earnings,1051413.0,892981.0,1051413.0,892981.0,158432.0,18448587.0,5.39,total
net_profits_city,151585.0,106383.0,151585.0,106383.0,45202.0,26470415.0,0.57,current
net_profits_city,395314.0,251335.0,395314.0,251335.0,143979.0,2720686.0,12.69,prior
net_profits_city,546899.0,357718.0,546899.0,357718.0,189181.0,29191101.0,1.84,total
net_profits_pica,140993.0,101032.0,140993.0,101032.0,39961.0,22475007.0,0.62,current
net_profits_pica,367693.0,238692.0,367693.0,238692.0,129001.0,2132307.0,14.71,prior
net_profits_pica,508686.0,339724.0,508686.0,339724.0,168962.0,24607314.0,2.03,total
net_profits,1055585.0,697442.0,1055585.0,697442.0,358143.0,53798415.0,1.92,total
wage_earnings_net_profits,180044147.0,143529087.0,180044147.0,143529087.0,36515060.0,1789502853.0,9.14,total
wage_earnings_net_profits_pica,42339576.0,33596821.0,42339576.0,33596821.0,8742755.0,432869424.0,8.91,total
wage_earnings_net_profits_city,137704571.0,109932266.0,137704571.0,109932266.0,27772305.0,1356633429.0,9.22,total
birt,3815762.0,378875.0,3815762.0,378875.0,3436887.0,,,current
birt,3072896.0,1491593.0,3072896.0,1491593.0,1581303.0,,,prior
birt,6888658.0,1870468.0,6888658.0,1870468.0,5018190.0,482997342.0,1.41,total
sales,28597269.0,25075495.0,28597269.0,25075495.0,3521774.0,169485731.0,14.44,total
amusement,1817995.0,1741343.0,1817995.0,1741343.0,76652.0,20330005.0,8.21,total
tobacco,17986.0,1229.0,17986.0,1229.0,16757.0,761014.0,2.31,total
parking,7919240.0,7868391.0,7919240.0,7868391.0,50849.0,94186760.0,7.76,total
valet,126960.0,138306.0,126960.0,138306.0,-11346.0,1473040.0,7.94,total
real_estate_transfer,38343744.0,25630766.0,38343744.0,25630766.0,12712978.0,204577256.0,15.78,total
outdoor_ads,270961.0,119920.0,270961.0,119920.0,151041.0,2254039.0,10.73,total
soda,6920394.0,,6920394.0,,6920394.0,85491606.0,7.49,total
other_taxes,,605.0,,605.0,-605.0,83000.0,0.0,total
all_taxes,237768708.0,180134788.0,237768708.0,180134788.0,57633920.0,3060563292.0,7.21,total
