name,apr_fy20,apr_fy19,fy20_ytd,fy19_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,14006264.0,26730001.0,654902239.0,643609742.0,11292497.0,-972239.0,100.15,current
real_estate,1722520.0,5074439.0,27471893.0,35369071.0,-7897178.0,10093107.0,73.13,prior
real_estate,15728784.0,31804440.0,682374132.0,678978813.0,3395319.0,9120868.0,98.68,total
wage_city,157080635.0,150537566.0,1401428324.0,1329415044.0,72013279.0,194344676.0,87.82,current
wage_city,1003633.0,919556.0,4010205.0,-3173845.0,7184050.0,-1610205.0,167.09,prior
wage_city,158084268.0,151457122.0,1405438529.0,1326241200.0,79197329.0,192734471.0,87.94,total
wage_pica,49936387.0,46939900.0,445527855.0,414534043.0,30993812.0,61445145.0,87.88,current
wage_pica,319058.0,286731.0,1284539.0,-987601.0,2272140.0,-284539.0,128.45,prior
wage_pica,50255445.0,47226632.0,446812394.0,413546442.0,33265952.0,61160606.0,87.96,total
wage,208339713.0,198683754.0,1852250923.0,1739787642.0,112463281.0,253895077.0,87.95,total
earnings_city,1099233.0,7410202.0,7169412.0,10919147.0,-3749734.0,2830588.0,71.69,current
earnings_city,218119.0,787624.0,564762.0,4285219.0,-3720457.0,2435238.0,18.83,prior
earnings_city,1317352.0,8197826.0,7734174.0,15204366.0,-7470192.0,5265826.0,59.49,total
earnings_pica,597331.0,3944450.0,3895904.0,5812260.0,-1916356.0,104096.0,97.4,current
earnings_pica,118527.0,419252.0,306896.0,2281022.0,-1974126.0,2193104.0,12.28,prior
earnings_pica,715858.0,4363702.0,4202800.0,8093282.0,-3890482.0,2297200.0,64.66,total
earnings,2033211.0,12561528.0,11936975.0,23297648.0,-11360674.0,-972239.0,100.15,total
net_profits_city,3467262.0,16940189.0,5769669.0,21326125.0,-15556455.0,26118331.0,18.09,current
net_profits_city,255252.0,1234531.0,8802482.0,6418036.0,2384446.0,-4102482.0,187.29,prior
net_profits_city,3722515.0,18174720.0,14572151.0,27744161.0,-13172010.0,22015849.0,39.83,total
net_profits_pica,3164838.0,15058657.0,5267910.0,18959020.0,-13691110.0,22303090.0,19.11,current
net_profits_pica,232989.0,1097412.0,8035216.0,5707515.0,2327701.0,-3035216.0,160.7,prior
net_profits_pica,3397827.0,16156070.0,13303126.0,24666535.0,-11363409.0,19267874.0,40.84,total
net_profits,7120342.0,34330789.0,27875277.0,52410696.0,-24535419.0,41283723.0,40.31,total
wage_earnings_net_profits,217493265.0,245576072.0,1892063175.0,1815495986.0,76567189.0,302741825.0,86.21,total
wage_earnings_net_profits_pica,54369130.0,67746403.0,464318320.0,446306259.0,18012061.0,82725680.0,84.88,total
wage_earnings_net_profits_city,163124135.0,177829668.0,1427744854.0,1369189727.0,58555128.0,220016146.0,86.65,total
birt,66466929.0,340529224.0,203553925.0,448780882.0,-245226957.0,,,current
birt,2952351.0,15112708.0,30124962.0,41304086.0,-11179124.0,,,prior
birt,69419279.0,355641932.0,233678887.0,490084968.0,-256406081.0,280370113.0,45.46,total
sales,13423786.0,12305143.0,177127495.0,162499249.0,14628246.0,49596505.0,78.12,total
amusement,391195.0,4841725.0,19870658.0,25360067.0,-5489408.0,-1370658.0,107.41,total
tobacco,1904.0,3174.0,1023711.0,940685.0,83026.0,-61711.0,106.41,total
parking,4449664.0,8818855.0,78184337.0,79685547.0,-1501210.0,5170663.0,93.8,total
valet,32612.0,137798.0,1181983.0,1485264.0,-303281.0,162017.0,87.95,total
real_estate_transfer,14446766.0,41718558.0,283317485.0,271185674.0,12131811.0,61156515.0,82.25,total
outdoor_ads,224228.0,291616.0,2951974.0,2738268.0,213706.0,708026.0,80.66,total
soda,6056751.0,6208535.0,62350225.0,63037078.0,-686853.0,,,current
soda,234106.0,46180.0,1353091.0,446190.0,906901.0,,,prior
soda,6290857.0,6254715.0,63703316.0,63483268.0,220049.0,2054684.0,96.88,total
other_taxes,19.0,53574.0,73273.0,72514.0,759.0,9727.0,88.28,total
all_taxes,287533230.0,639701199.0,2971232105.0,3145704042.0,-174471937.0,626932895.0,82.58,total
