name,sep_fy17,sep_fy16,fy17_ytd,fy16_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,2996044.0,4094282.0,12726584.0,12911632.0,-185048.0,525171416.0,2.37,current
real_estate,3095212.0,4512007.0,10621827.0,13043270.0,-2421443.0,46401173.0,18.63,prior
real_estate,6091256.0,8606289.0,23348411.0,25954902.0,-2606491.0,571572589.0,3.92,total
wage_city,107874240.0,101831108.0,346672152.0,329035530.0,17636622.0,1061926848.0,24.61,current
wage_city,1296492.0,69519.0,1829454.0,-419432.0,2248886.0,4203546.0,30.32,prior
wage_city,109170732.0,101900627.0,348501606.0,328616098.0,19885508.0,1066130394.0,24.64,total
wage_pica,32623671.0,30071279.0,104841696.0,96160852.0,8680844.0,319727304.0,24.69,current
wage_pica,392089.0,50244.0,553269.0,67123.0,486146.0,2446731.0,18.44,prior
wage_pica,33015760.0,30121523.0,105394965.0,96227975.0,9166990.0,322174035.0,24.65,total
wage,142186492.0,132022150.0,453896571.0,424844073.0,29052498.0,1388304429.0,24.64,total
earnings_city,82936.0,49497.0,712040.0,564254.0,147786.0,10287960.0,6.47,current
earnings_city,420026.0,165811.0,1105380.0,702054.0,403326.0,-105380.0,110.54,prior
earnings_city,502962.0,215308.0,1817420.0,1266308.0,551112.0,10182580.0,15.15,total
earnings_pica,41724.0,36995.0,358215.0,464620.0,-106405.0,1141785.0,23.88,current
earnings_pica,211309.0,94381.0,556100.0,183323.0,372777.0,2943900.0,15.89,prior
earnings_pica,253033.0,131376.0,914315.0,647943.0,266372.0,4085685.0,18.29,total
earnings,755995.0,346684.0,2731735.0,1914251.0,817484.0,14268265.0,16.07,total
net_profits_city,112786.0,-244224.0,306537.0,-455543.0,762080.0,21111463.0,1.43,current
net_profits_city,329767.0,116213.0,1142164.0,529318.0,612846.0,1940836.0,37.05,prior
net_profits_city,442553.0,-128011.0,1448701.0,73775.0,1374926.0,23052299.0,5.91,total
net_profits_pica,107113.0,748851.0,291118.0,1876331.0,-1585213.0,18732882.0,1.53,current
net_profits_pica,313179.0,-9733.0,1084710.0,-109691.0,1194401.0,-84710.0,108.47,prior
net_profits_pica,420292.0,739118.0,1375828.0,1766640.0,-390812.0,18648172.0,6.87,total
net_profits,862845.0,611107.0,2824529.0,1840415.0,984114.0,41700471.0,6.34,total
wage_earnings_net_profits,143805332.0,132979941.0,459452835.0,428598739.0,30854096.0,1444273165.0,24.13,total
wage_earnings_net_profits_pica,33689085.0,30992017.0,107685108.0,98642558.0,9042550.0,344907892.0,23.79,total
wage_earnings_net_profits_city,110116247.0,101987924.0,351767727.0,329956181.0,21811546.0,1099365273.0,24.24,total
birt,9964699.0,15888855.0,14215105.0,20300676.0,-6085571.0,,,current
birt,1682216.0,2321643.0,5235701.0,7045710.0,-1810009.0,,,prior
birt,11646915.0,18210498.0,19450806.0,27346386.0,-7895580.0,426591194.0,4.36,total
sales,11682239.0,11672149.0,64011828.0,53699555.0,10312273.0,118157172.0,35.14,total
amusement,1160222.0,1030273.0,7436443.0,7026518.0,409925.0,13106557.0,36.2,total
tobacco,-574.0,1324.0,1716.0,11713.0,-9997.0,755284.0,0.23,total
parking,7655427.0,7413686.0,23219179.0,22439366.0,779813.0,70308821.0,24.83,total
valet,112446.0,136371.0,373249.0,380424.0,-7175.0,1226751.0,23.33,total
real_estate_transfer,17754495.0,18639101.0,62355933.0,66851433.0,-4495500.0,187252067.0,24.98,total
outdoor_ads,242944.0,264105.0,699648.0,789149.0,-89501.0,2356352.0,22.89,total
other_taxes,,2040.0,2229.0,17465.0,-15236.0,47771.0,4.46,total
all_taxes,166461617.0,167963760.0,552667169.0,534473092.0,18194077.0,2536922831.0,17.89,total
