name,aug_fy16,aug_fy15,fy16_ytd,fy15_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,4066423.0,3346515.0,8817351.0,6002658.0,2814693.0,526598649.0,1.65,current
real_estate,3047139.0,4442333.0,8531263.0,10102251.0,-1570988.0,37169737.0,18.67,prior
real_estate,7113562.0,7788848.0,17348614.0,16104909.0,1243705.0,563768386.0,2.99,total
wage_city,102057854.0,95671145.0,227204422.0,214634326.0,12570096.0,1126858578.0,16.78,current
wage_city,67330.0,390648.0,-488951.0,-274974.0,-213977.0,5988951.0,-8.89,prior
wage_city,102125184.0,96061793.0,226715471.0,214359352.0,12356119.0,1132847529.0,16.68,total
wage_pica,30268628.0,28088545.0,66089573.0,61433277.0,4656296.0,332203427.0,16.59,current
wage_pica,16879.0,-230131.0,16879.0,-230131.0,247010.0,2483121.0,0.68,prior
wage_pica,30285507.0,27858414.0,66106452.0,61203146.0,4903306.0,334686548.0,16.49,total
wage,132410691.0,123920207.0,292821923.0,275562498.0,17259425.0,1467534077.0,16.63,total
earnings_city,207044.0,286378.0,514757.0,499701.0,15056.0,9485243.0,5.15,current
earnings_city,214343.0,79294.0,536243.0,406966.0,129277.0,463757.0,53.62,prior
earnings_city,421387.0,365672.0,1051000.0,906667.0,144333.0,9949000.0,9.55,total
earnings_pica,116451.0,91232.0,427624.0,357562.0,70062.0,1072376.0,28.51,current
earnings_pica,88942.0,78224.0,88942.0,78224.0,10718.0,3411058.0,2.54,prior
earnings_pica,205393.0,169456.0,516566.0,435786.0,80780.0,4483434.0,10.33,total
earnings,626780.0,535128.0,1567566.0,1342453.0,225113.0,14432434.0,9.8,total
net_profits_city,-315166.0,76996.0,-211319.0,-2008061.0,1796742.0,15704319.0,-1.36,current
net_profits_city,259494.0,842567.0,413105.0,1041003.0,-627898.0,2586895.0,13.77,prior
net_profits_city,-55672.0,919563.0,201786.0,-967058.0,1168844.0,18291214.0,1.09,total
net_profits_pica,660302.0,65538.0,1127480.0,334280.0,793200.0,11595520.0,8.86,current
net_profits_pica,-99958.0,-749678.0,-99958.0,-749678.0,649720.0,599958.0,-19.99,prior
net_profits_pica,560344.0,-684140.0,1027522.0,-415398.0,1442920.0,12195478.0,7.77,total
net_profits,504672.0,235423.0,1229308.0,-1382456.0,2611764.0,30486692.0,3.88,total
wage_earnings_net_profits,133542143.0,124690758.0,295618797.0,275522495.0,20096302.0,1512453203.0,16.35,total
wage_earnings_net_profits_pica,31051244.0,27343730.0,67650540.0,61223534.0,6427006.0,351365460.0,16.15,total
wage_earnings_net_profits_city,102490899.0,97347028.0,227968257.0,214298961.0,13669296.0,1161087743.0,16.41,total
birt,2224400.0,269463.0,4411821.0,1111929.0,3299892.0,,,current
birt,1614010.0,1617016.0,4724067.0,4847873.0,-123806.0,,,prior
birt,3838410.0,1886479.0,9135888.0,5959802.0,3176086.0,444738112.0,2.01,total
sales,27000124.0,22245801.0,42027407.0,44588255.0,-2560848.0,107343593.0,28.14,total
amusement,4512672.0,3963600.0,5996245.0,5249744.0,746501.0,13177755.0,31.27,total
tobacco,5281.0,3856.0,10389.0,50410.0,-40021.0,629611.0,1.62,total
parking,7200179.0,6029217.0,15025680.0,12146441.0,2879239.0,72010320.0,17.26,total
valet,132171.0,135070.0,244054.0,257848.0,-13794.0,1355946.0,15.25,total
real_estate_transfer,23163515.0,16972306.0,48212333.0,32752000.0,15460333.0,173637667.0,21.73,total
outdoor_ads,209869.0,189372.0,525044.0,466958.0,58086.0,2285956.0,18.68,total
other_taxes,,60.0,15425.0,424081.0,-408656.0,34575.0,30.85,total
all_taxes,175666682.0,156561637.0,366509336.0,332299409.0,34209927.0,2545769664.0,12.58,total
