name,dec_fy19,dec_fy18,fy19_ytd,fy18_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,18857978.0,31695704.0,38990268.0,51696649.0,-12706381.0,591757732.0,6.18,current
real_estate,3464980.0,2585481.0,20032933.0,18587982.0,1444951.0,18299067.0,52.26,prior
real_estate,22322958.0,34281185.0,59023201.0,70284631.0,-11261430.0,610056799.0,8.82,total
wage_city,117924823.0,110076595.0,755996335.0,721418499.0,34577836.0,813816665.0,48.16,current
wage_city,-69146.0,48255.0,-3021370.0,3198457.0,-6219827.0,5271370.0,-134.28,prior
wage_city,117855677.0,110124850.0,752974965.0,724616956.0,28358009.0,819088035.0,47.9,total
wage_pica,40756327.0,34641447.0,235731271.0,220452595.0,15278676.0,242623729.0,49.28,current
wage_pica,-39186.0,19689.0,-941925.0,977391.0,-1919316.0,2441925.0,-62.8,prior
wage_pica,40717141.0,34661136.0,234789346.0,221429986.0,13359360.0,245065654.0,48.93,total
wage,158572818.0,144785986.0,987764311.0,946046942.0,41717369.0,1064153689.0,48.14,total
earnings_city,90285.0,175732.0,1575449.0,1624059.0,-48610.0,8924551.0,15.0,current
earnings_city,312072.0,459059.0,2512288.0,2499928.0,12360.0,3487712.0,41.87,prior
earnings_city,402357.0,634791.0,4087737.0,4123987.0,-36250.0,12412263.0,24.77,total
earnings_pica,55475.0,120927.0,838611.0,857376.0,-18765.0,4161389.0,16.77,current
earnings_pica,172494.0,280949.0,1337291.0,1319767.0,17524.0,1662709.0,44.58,prior
earnings_pica,227969.0,401876.0,2175902.0,2177143.0,-1241.0,5824098.0,27.2,total
earnings,630326.0,1036667.0,6263639.0,6301130.0,-37491.0,18236361.0,25.57,total
net_profits_city,601994.0,989794.0,1419159.0,1782654.0,-363495.0,27250841.0,4.95,current
net_profits_city,289138.0,277627.0,3783574.0,2263408.0,1520166.0,-1283574.0,151.34,prior
net_profits_city,891132.0,1267421.0,5202733.0,4046062.0,1156671.0,25967267.0,16.69,total
net_profits_pica,493629.0,940512.0,1261555.0,1678811.0,-417256.0,23404445.0,5.11,current
net_profits_pica,73774.0,284508.0,3363336.0,2131559.0,1231777.0,136664.0,96.1,prior
net_profits_pica,567403.0,1225020.0,4624891.0,3810370.0,814521.0,23541109.0,16.42,total
net_profits,1458535.0,2492441.0,9827624.0,7856432.0,1971192.0,49508376.0,16.56,total
wage_earnings_net_profits,160661679.0,148315094.0,1003855574.0,960204504.0,43651070.0,1131898426.0,47.0,total
wage_earnings_net_profits_pica,41512513.0,36288032.0,241590139.0,227417499.0,14172640.0,274430861.0,46.82,total
wage_earnings_net_profits_city,119149166.0,112027062.0,762265435.0,732787005.0,29478430.0,857467565.0,47.06,total
birt,10579606.0,7814861.0,41563207.0,42691056.0,-1127849.0,,,current
birt,2256272.0,-1698357.0,12926082.0,9575188.0,3350894.0,,,prior
birt,12835878.0,6116504.0,54489289.0,52266244.0,2223045.0,370702711.0,12.82,total
sales,13289361.0,12658199.0,109436153.0,108686494.0,749659.0,107087847.0,50.54,total
amusement,1008803.0,1448123.0,15193018.0,11737791.0,3455227.0,7019982.0,68.4,total
tobacco,300.0,1386.0,15645.0,35179.0,-19534.0,767355.0,2.0,total
parking,7734876.0,8114474.0,48029686.0,46951167.0,1078519.0,51043314.0,48.48,total
valet,160726.0,398243.0,957385.0,1741346.0,-783961.0,642615.0,59.84,total
real_estate_transfer,26287274.0,21793500.0,166683357.0,166167123.0,516234.0,143814643.0,53.68,total
outdoor_ads,241825.0,246904.0,1675239.0,1503123.0,172116.0,1185761.0,58.55,total
soda,5619425.0,5956429.0,39314769.0,39765552.0,-450783.0,,,current
soda,5742.0,,42373.0,,42373.0,,,prior
soda,5625167.0,5956429.0,39357142.0,39765552.0,-408410.0,38680858.0,50.43,total
other_taxes,61400.0,9200.0,63012.0,85328.0,-22316.0,19988.0,75.92,total
all_taxes,208717734.0,203051209.0,1257188562.0,1232010983.0,25177579.0,2188489438.0,36.49,total
