name,feb_fy18,feb_fy17,fy18_ytd,fy17_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,340430520.0,276787355.0,453305336.0,353377221.0,99928115.0,148811664.0,75.29,current
real_estate,6111082.0,4373347.0,27586452.0,28758689.0,-1172237.0,21747548.0,55.92,prior
real_estate,346541602.0,281160702.0,480891788.0,382135910.0,98755878.0,170559212.0,73.82,total
wage_city,108378260.0,106888992.0,995925568.0,940695425.0,55230143.0,449950432.0,68.88,current
wage_city,-268636.0,24218.0,3542342.0,2737675.0,804667.0,681658.0,83.86,prior
wage_city,108109624.0,106913210.0,999467910.0,943433100.0,56034810.0,450632090.0,68.92,total
wage_pica,33118459.0,32487464.0,304337047.0,285911658.0,18425389.0,137755953.0,68.84,current
wage_pica,-81994.0,22511.0,1082573.0,847229.0,235344.0,1917427.0,36.09,prior
wage_pica,33036465.0,32509975.0,305419620.0,286758887.0,18660733.0,139673380.0,68.62,total
wage,141146089.0,139423185.0,1304887530.0,1230191987.0,74695543.0,590305470.0,68.85,total
earnings_city,332601.0,433709.0,2826094.0,2334363.0,491731.0,8673906.0,24.57,current
earnings_city,386600.0,412488.0,3402156.0,4337512.0,-935356.0,-402156.0,113.41,prior
earnings_city,719201.0,846197.0,6228250.0,6671875.0,-443625.0,8271750.0,42.95,total
earnings_pica,175587.0,220760.0,1491957.0,1188201.0,303756.0,508043.0,74.6,current
earnings_pica,204095.0,210447.0,1796073.0,2208303.0,-412230.0,1203927.0,59.87,prior
earnings_pica,379682.0,431207.0,3288030.0,3396504.0,-108474.0,1711970.0,65.76,total
earnings,1098883.0,1277404.0,9516280.0,10068379.0,-552099.0,9983720.0,48.8,total
net_profits_city,465182.0,121100.0,3776122.0,1246133.0,2529989.0,22845878.0,14.18,current
net_profits_city,107561.0,-22125.0,2679932.0,2460792.0,219140.0,436068.0,86.01,prior
net_profits_city,572743.0,98975.0,6456054.0,3706925.0,2749129.0,23281946.0,21.71,total
net_profits_pica,438084.0,113349.0,3556153.0,1159775.0,2396378.0,19059847.0,15.72,current
net_profits_pica,101295.0,-20106.0,2523819.0,2289329.0,234490.0,-23819.0,100.95,prior
net_profits_pica,539379.0,93243.0,6079972.0,3449104.0,2630868.0,19036028.0,24.21,total
net_profits,1112122.0,192218.0,12536026.0,7156029.0,5379997.0,42317974.0,22.85,total
wage_earnings_net_profits,143357094.0,140892807.0,1326939836.0,1247416395.0,79523441.0,642607164.0,67.37,total
wage_earnings_net_profits_pica,33955526.0,33034425.0,314787622.0,293604495.0,21183127.0,160421378.0,66.24,total
wage_earnings_net_profits_city,109401568.0,107858382.0,1012152214.0,953811900.0,58340314.0,482185786.0,67.73,total
birt,492332.0,-2505763.0,62544735.0,51827328.0,10717407.0,,,current
birt,-2656239.0,2720348.0,16937828.0,15322502.0,1615326.0,,,prior
birt,-2163907.0,214585.0,79482563.0,67149830.0,12332733.0,410403437.0,16.22,total
sales,15822799.0,15172663.0,136380748.0,127966206.0,8414542.0,61702252.0,68.85,total
amusement,2594081.0,1243019.0,15871149.0,13953997.0,1917152.0,6276851.0,71.66,total
tobacco,781604.0,349271.0,974500.0,832400.0,142100.0,-195500.0,125.1,total
parking,7342170.0,6874303.0,61946044.0,62186823.0,-240779.0,40159956.0,60.67,total
valet,100643.0,74356.0,2036251.0,919941.0,1116310.0,-436251.0,127.27,total
real_estate_transfer,25047392.0,14239981.0,228075099.0,155615544.0,72459555.0,14845901.0,93.89,total
outdoor_ads,244441.0,312851.0,1957735.0,1824897.0,132838.0,567265.0,77.53,total
soda,12143283.0,5931239.0,52095843.0,5931240.0,46164603.0,,,current
soda,-6299212.0,,44750.0,,44750.0,,,prior
soda,5844071.0,5931239.0,52140593.0,5931240.0,46209353.0,40271407.0,56.42,total
other_taxes,1000.0,,92328.0,72241.0,20087.0,-9328.0,111.24,total
all_taxes,511557464.0,433431352.0,2072001012.0,1772400929.0,299600083.0,1226330988.0,62.82,total
