name,jul_fy16,jul_fy15,fy16_ytd,fy15_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,4750928.0,2656144.0,4750928.0,2656144.0,2094784.0,530665072.0,0.89,current
real_estate,5484124.0,5659918.0,5484124.0,5659918.0,-175794.0,40216876.0,12.0,prior
real_estate,10235052.0,8316062.0,10235052.0,8316062.0,1918990.0,570881948.0,1.76,total
wage_city,125146569.0,118963181.0,125146569.0,118963181.0,6183388.0,1228916431.0,9.24,current
wage_city,-556281.0,-665622.0,-556281.0,-665622.0,109341.0,6056281.0,-10.11,prior
wage_city,124590288.0,118297559.0,124590288.0,118297559.0,6292729.0,1234972712.0,9.16,total
wage_pica,35820945.0,33344733.0,35820945.0,33344733.0,2476212.0,362472055.0,8.99,current
wage_pica,,,,,,2500000.0,0.0,prior
wage_pica,35820945.0,33344733.0,35820945.0,33344733.0,2476212.0,364972055.0,8.94,total
wage,160411233.0,151642292.0,160411233.0,151642292.0,8768941.0,1599944767.0,9.11,total
earnings_city,307713.0,213323.0,307713.0,213323.0,94390.0,9692287.0,3.08,current
earnings_city,321900.0,327672.0,321900.0,327672.0,-5772.0,678100.0,32.19,prior
earnings_city,629613.0,540995.0,629613.0,540995.0,88618.0,10370387.0,5.72,total
earnings_pica,311174.0,266330.0,311174.0,266330.0,44844.0,1188826.0,20.74,current
earnings_pica,,,,,,3500000.0,0.0,prior
earnings_pica,311174.0,266330.0,311174.0,266330.0,44844.0,4688826.0,6.22,total
earnings,940787.0,807325.0,940787.0,807325.0,133462.0,15059213.0,5.88,total
net_profits_city,103847.0,-2085057.0,103847.0,-2085057.0,2188904.0,15389153.0,0.67,current
net_profits_city,153611.0,198435.0,153611.0,198435.0,-44824.0,2846389.0,5.12,prior
net_profits_city,257458.0,-1886622.0,257458.0,-1886622.0,2144080.0,18235542.0,1.39,total
net_profits_pica,467178.0,268741.0,467178.0,268741.0,198437.0,12255822.0,3.67,current
net_profits_pica,,,,,,500000.0,0.0,prior
net_profits_pica,467178.0,268741.0,467178.0,268741.0,198437.0,12755822.0,3.53,total
net_profits,724636.0,-1617881.0,724636.0,-1617881.0,2342517.0,30991364.0,2.28,total
wage_earnings_net_profits,162076656.0,150831736.0,162076656.0,150831736.0,11244920.0,1645995344.0,8.96,total
wage_earnings_net_profits_pica,36599297.0,33879804.0,36599297.0,33879804.0,2719493.0,382416703.0,8.73,total
wage_earnings_net_profits_city,125477359.0,116951932.0,125477359.0,116951932.0,8525427.0,1263578641.0,9.03,total
birt,2187422.0,842465.0,2187422.0,842465.0,1344957.0,,,current
birt,3110057.0,3230857.0,3110057.0,3230857.0,-120800.0,,,prior
birt,5297479.0,4073322.0,5297479.0,4073322.0,1224157.0,448576521.0,1.17,total
sales,15027283.0,22342454.0,15027283.0,22342454.0,-7315171.0,134343717.0,10.06,total
amusement,1483573.0,1286144.0,1483573.0,1286144.0,197429.0,17690427.0,7.74,total
tobacco,5108.0,46554.0,5108.0,46554.0,-41446.0,634892.0,0.8,total
parking,7825501.0,6117225.0,7825501.0,6117225.0,1708276.0,79210499.0,8.99,total
valet,111882.0,122779.0,111882.0,122779.0,-10897.0,1488118.0,6.99,total
real_estate_transfer,25048818.0,15779695.0,25048818.0,15779695.0,9269123.0,196801182.0,11.29,total
outdoor_ads,315175.0,277587.0,315175.0,277587.0,37588.0,2495825.0,11.21,total
other_taxes,15425.0,424021.0,15425.0,424021.0,-408596.0,34575.0,30.85,total
all_taxes,190842655.0,175737775.0,190842655.0,175737775.0,15104880.0,2721436345.0,6.55,total
