name,feb_fy15,feb_fy14,fy15_ytd,fy14_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,278129139.0,291034991.0,341836533.0,355278487.0,-13441954.0,161333467.0,67.94,current
real_estate,4473140.0,2325742.0,30640347.0,25941403.0,4698944.0,13593653.0,69.27,prior
real_estate,282602279.0,293360733.0,372476880.0,381219890.0,-8743010.0,174927120.0,68.04,total
wage_city,109965529.0,97049227.0,860011102.0,825493270.0,34517832.0,420402898.0,67.17,current
wage_city,1481842.0,469786.0,9676948.0,7436321.0,2240627.0,-6426948.0,297.75,prior
wage_city,111447371.0,97519013.0,869688050.0,832929591.0,36758459.0,413975950.0,67.75,total
wage_pica,33673157.0,26429897.0,253853964.0,239889592.0,13964372.0,128699036.0,66.36,current
wage_pica,-71525.0,2732039.0,-18825.0,3503712.0,-3522537.0,1518825.0,-1.26,prior
wage_pica,33601632.0,29161936.0,253835139.0,243393304.0,10441835.0,130217861.0,66.09,total
wage,145049003.0,126680949.0,1123523189.0,1076322895.0,47200294.0,544193811.0,67.37,total
earnings_city,546659.0,325805.0,2205374.0,2186095.0,19279.0,7794626.0,22.05,current
earnings_city,100899.0,45876.0,1749259.0,1610738.0,138521.0,-749259.0,174.93,prior
earnings_city,647558.0,371681.0,3954633.0,3796833.0,157800.0,7045367.0,35.95,total
earnings_pica,236723.0,104393.0,1287636.0,1180047.0,107589.0,212364.0,85.84,current
earnings_pica,91795.0,121780.0,655064.0,709928.0,-54864.0,2844936.0,18.72,prior
earnings_pica,328518.0,226173.0,1942700.0,1889975.0,52725.0,3057300.0,38.85,total
earnings,976076.0,597854.0,5897333.0,5686808.0,210525.0,10102667.0,36.86,total
net_profits_city,121942.0,10124.0,317547.0,1444678.0,-1127131.0,17673453.0,1.77,current
net_profits_city,664421.0,518995.0,4990570.0,1837109.0,3153461.0,-2490570.0,199.62,prior
net_profits_city,786363.0,529119.0,5308117.0,3281787.0,2026330.0,15182883.0,25.9,total
net_profits_pica,186721.0,20377.0,2738099.0,1152890.0,1585209.0,11454901.0,19.29,current
net_profits_pica,-159748.0,-360366.0,-3051924.0,-126851.0,-2925073.0,3551924.0,-610.38,prior
net_profits_pica,26973.0,-339989.0,-313825.0,1026039.0,-1339864.0,15006825.0,-2.14,total
net_profits,813336.0,189130.0,4994292.0,4307826.0,686466.0,30189708.0,14.19,total
wage_earnings_net_profits,146838415.0,127467933.0,1134414814.0,1086317529.0,48097285.0,584486186.0,66.0,total
wage_earnings_net_profits_pica,33957123.0,29048120.0,255464014.0,246309318.0,9154696.0,148281986.0,63.27,total
wage_earnings_net_profits_city,112881292.0,98419813.0,878950800.0,840008211.0,38942589.0,436204200.0,66.83,total
birt,5574747.0,1334520.0,48819342.0,39663784.0,9155558.0,,,current
birt,2768538.0,3034456.0,18727670.0,24826653.0,-6098983.0,,,prior
birt,8343285.0,4368976.0,67547012.0,64490437.0,3056575.0,385645988.0,14.9,total
sales,11391058.0,26727005.0,110627096.0,178759665.0,-68132569.0,44015904.0,71.54,total
amusement,1514998.0,1525913.0,12309916.0,12347875.0,-37959.0,8564084.0,58.97,total
tobacco,643240.0,267121.0,760358.0,605069.0,155289.0,-123358.0,119.37,total
parking,5938776.0,5849464.0,49993261.0,48484880.0,1508381.0,25347739.0,66.36,total
valet,102802.0,115748.0,1045993.0,944096.0,101897.0,479007.0,68.59,total
real_estate_transfer,10180514.0,9831101.0,127853443.0,99463381.0,28390062.0,48746557.0,72.4,total
outdoor_ads,185454.0,153570.0,1737598.0,1735385.0,2213.0,1012402.0,63.19,total
other_taxes,7400.0,20100.0,463859.0,632231.0,-168372.0,-380859.0,558.87,total
all_taxes,433791098.0,440639544.0,1623766216.0,1628691120.0,-4924904.0,1124438784.0,59.08,total
