name,may_fy17,may_fy16,fy17_ytd,fy16_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,10402762.0,8806675.0,538443442.0,521863101.0,16580341.0,-5332442.0,101.0,current
real_estate,4432295.0,4812696.0,42812125.0,50386411.0,-7574286.0,8455875.0,83.51,prior
real_estate,14835057.0,13619371.0,581255567.0,572249512.0,9006055.0,3123433.0,99.47,total
wage_city,123352569.0,117370252.0,1313126322.0,1254380611.0,58745711.0,89298678.0,93.63,current
wage_city,-426493.0,733702.0,3960877.0,8827845.0,-4866968.0,-1927877.0,194.83,prior
wage_city,122926076.0,118103954.0,1317087199.0,1263208456.0,53878743.0,87370801.0,93.78,total
wage_pica,37491644.0,35495485.0,399107292.0,379353776.0,19753516.0,27865708.0,93.47,current
wage_pica,-119779.0,221889.0,1229070.0,2669745.0,-1440675.0,1770930.0,40.97,prior
wage_pica,37371865.0,35717374.0,400336362.0,382023521.0,18312841.0,29636638.0,93.11,total
wage,160297941.0,153821328.0,1717423561.0,1645231977.0,72191584.0,117007439.0,93.62,total
earnings_city,2216639.0,1886276.0,9222775.0,9426107.0,-203332.0,2277225.0,80.2,current
earnings_city,402618.0,186994.0,6096918.0,2895131.0,3201787.0,-1096918.0,121.94,prior
earnings_city,2619257.0,2073270.0,15319693.0,12321238.0,2998455.0,1180307.0,92.85,total
earnings_pica,1128280.0,948957.0,4694436.0,4742132.0,-47696.0,-2694436.0,234.72,current
earnings_pica,204934.0,94074.0,3103954.0,1456497.0,1647457.0,396046.0,88.68,prior
earnings_pica,1333214.0,1043031.0,7798390.0,6198629.0,1599761.0,-2298390.0,141.79,total
earnings,3952471.0,3116301.0,23118083.0,18519867.0,4598216.0,-1118083.0,105.08,total
net_profits_city,4110305.0,5222975.0,23205238.0,19130326.0,4074912.0,2801762.0,89.23,current
net_profits_city,18935.0,165365.0,3228152.0,3060370.0,167782.0,-145152.0,104.71,prior
net_profits_city,4129240.0,5388340.0,26433390.0,22190696.0,4242694.0,2656610.0,90.87,total
net_profits_pica,3824599.0,4960248.0,21586798.0,18168030.0,3418768.0,472202.0,97.86,current
net_profits_pica,17709.0,157047.0,3003401.0,2906427.0,96974.0,-503401.0,120.14,prior
net_profits_pica,3842308.0,5117295.0,24590199.0,21074457.0,3515742.0,-31199.0,100.13,total
net_profits,7971548.0,10505635.0,51023589.0,43265153.0,7758436.0,2625411.0,95.11,total
wage_earnings_net_profits,172221960.0,167443264.0,1791565233.0,1707016997.0,84548236.0,118514767.0,93.8,total
wage_earnings_net_profits_pica,42547387.0,41877700.0,432724951.0,409296607.0,23428344.0,27307049.0,94.06,total
wage_earnings_net_profits_city,129674573.0,125565564.0,1358840282.0,1297720390.0,61119892.0,91207718.0,93.71,total
birt,39128233.0,101258346.0,412070868.0,451190364.0,-39119496.0,,,current
birt,6206430.0,4575717.0,37770435.0,37989903.0,-219468.0,,,prior
birt,45334663.0,105834063.0,449841303.0,489180267.0,-39338964.0,15271697.0,96.72,total
sales,13620083.0,12522984.0,164039467.0,147020046.0,17019421.0,22544533.0,87.92,total
amusement,830427.0,1157506.0,19798943.0,18411630.0,1387313.0,1381057.0,93.48,total
tobacco,9965.0,7638.0,857843.0,765997.0,91846.0,-82843.0,110.69,total
parking,7676467.0,8756087.0,85776274.0,83169255.0,2607019.0,9319726.0,90.2,total
valet,123432.0,144289.0,1280963.0,1308477.0,-27514.0,319037.0,80.06,total
real_estate_transfer,24122713.0,17487534.0,218454984.0,213858454.0,4596530.0,14406016.0,93.81,total
outdoor_ads,203525.0,215390.0,2497477.0,2517000.0,-19523.0,1523.0,99.94,total
soda,6521859.0,,25676921.0,,25676921.0,20506079.0,55.6,total
other_taxes,325.0,247.0,72598.0,57668.0,14930.0,10402.0,87.47,total
all_taxes,242953089.0,285310673.0,2908392622.0,2826258696.0,82133926.0,178008378.0,94.23,total
