sector,num_records,total,parent_sector
General Commercial,42.0,1835675.0,Non-Residential
"Office Buildings, Hotels and Garages",4.0,1051197.0,Non-Residential
Industrial,36.0,496770.0,Non-Residential
Other Non-Residential,84.0,1011820.0,Non-Residential
Non-Residential,166.0,4395462.0,
Condos,146.0,1725356.0,Residential
Apartments,24.0,1282578.0,Residential
Single/Multi-family Homes,2935.0,9985923.0,Residential
Residential,3105.0,12993857.0,
Unclassified,47.0,,
Total,3318.0,17389319.0,
