sector,num_records,total,parent_sector
General Commercial,41.0,1913098.0,Non-Residential
"Office Buildings, Hotels and Garages",5.0,6463500.0,Non-Residential
Industrial,21.0,427916.0,Non-Residential
Other Non-Residential,106.0,846196.0,Non-Residential
Non-Residential,173.0,9650710.0,
Condos,114.0,1405924.0,Residential
Apartments,19.0,920999.0,Residential
Single/Multi-family Homes,2399.0,8932233.0,Residential
Residential,2532.0,11259155.0,
Unclassified,48.0,-0.0,
Total,2753.0,20909865.0,
