sector,num_records,total,parent_sector
General Commercial,17.0,204096.0,Non-Residential
"Office Buildings, Hotels and Garages",5.0,148829.0,Non-Residential
Industrial,25.0,363794.0,Non-Residential
Other Non-Residential,43.0,724942.0,Non-Residential
Non-Residential,90.0,1441661.0,
Condos,171.0,1855015.0,Residential
Apartments,17.0,1452119.0,Residential
Single/Multi-family Homes,2107.0,7404532.0,Residential
Residential,2295.0,10711666.0,
Unclassified,47.0,3678.0,
Total,2432.0,12157005.0,
