sector,num_records,total,parent_sector
General Commercial,37.0,855527.0,Non-Residential
"Office Buildings, Hotels and Garages",8.0,2856762.0,Non-Residential
Industrial,49.0,506924.0,Non-Residential
Other Non-Residential,53.0,913623.0,Non-Residential
Non-Residential,147.0,5132836.0,
Condos,167.0,1845342.0,Residential
Apartments,23.0,970515.0,Residential
Single/Multi-family Homes,2177.0,7190138.0,Residential
Residential,2367.0,10005995.0,
Unclassified,41.0,29520.0,
Total,2555.0,15168352.0,
